"USECODE","FUELTYPE","AREASQ"
"101","Oil",1420
"101","Oil",1566
"101","Oil",1205
"101","Oil",1572
"101","Gas",3556
"101","Gas",2016
"101","Gas",2016
"101","Gas",2016
"101","Gas",2016
"101","Electric",2098
"101","Oil",1008
"101","Oil",2022
"101","Gas",1295
"010","Oil",424
"101","Oil",2300
"101","Oil",1996
"101","Gas",1554
"101","Electric",858
"101","Oil",1010
"105","Oil",2844
"101","Oil",1580
"101","Gas",1520
"101","Oil",2033
"101","Gas",1650
"101","Gas",1428
"101","Oil",828
"101","Gas",1025
"101","Oil",1506
"101","Oil",2590
"101","Gas",4466
"101","Gas",2454
"101","Gas",1248
"101","Oil",2264
"104","Gas",1785
"101","Oil",2460
"101","Oil",2724
"101","Oil",1040
"101","Gas",2784
"101","Gas",728
"101","Oil",1224
"101","Gas",1356
"101","Oil",988
"104","Oil",2406
"101","Gas",2080
"101","Oil",2126
"101","Oil",1028
"101","Gas",2472
"101","Oil",1524
"101","Gas",2500
"101","Gas",2888
"101","Oil",1368
"101","Oil",1222
"101","Gas",1264
"101","Oil",1060
"101","Oil",1200
"101","Gas",2184
"101","Oil",1096
"101","Gas",2236
"101","Oil",1672
"101","Oil",1296
"101","Oil",1514
"104","Gas",2136
"101","Gas",1751
"101","Oil",1686
"101","Oil",1284
"101","Oil",940
"101","Gas",1532
"101","Gas",960
"101","Gas",2598
"101","Gas",1667
"010","Gas",2515
"101","Gas",1636
"101","Gas",1736
"101","Gas",1472
"101","Oil",1638
"101","Oil",1638
"101","Oil",1638
"101","Oil",1638
"101","Gas",2276
"101","Oil",1346
"101","Oil",2172
"104","Gas",2824
"101","Gas",1846
"101","Gas",2456
"101","Gas",1235
"101","Oil",1707
"101","Gas",2228
"105","Oil",3837
"101","Oil",1290
"101","Oil",2138
"101","Oil",1476
"101","Gas",2153
"101","Oil",1916
"101","Oil",1916
"101","Oil",1916
"101","Oil",1916
"101","Gas",2511
"101","Oil",848
"101","Gas",1758
"101","Gas",1440
"101","Oil",1924
"101","Oil",2916
"101","Oil",1988
"101","Oil",1394
"101","Gas",2416
"104","Gas",3088
"101","Oil",2486
"105","Oil",2356
"101","Gas",3332
"101","Gas",3226
"101","Gas",2112
"101","Gas",2706
"101","Oil",2345
"101","Oil",1235
"101","Gas",1518
"400","Oil",2144
"101","Gas",936
"101","Gas",2184
"101","Oil",1056
"101","Oil",3246
"101","Gas",1846
"101","Gas",600
"101","Gas",1487
"101","Oil",1104
"101","Oil",1789
"101","Oil",861
"101","Oil",1184
"101","Gas",1370
"101","Oil",1872
"101","Oil",3438
"101","Oil",3438
"101","Oil",3438
"101","Oil",3438
"712","Oil",2015
"101","Oil",1104
"101","Gas",2017
"101","Gas",2017
"101","Gas",2017
"101","Gas",2017
"101","Oil",1040
"101","Oil",1344
"101","Oil",968
"101","Gas",2044
"104","Oil",2408
"101","Oil",4104
"101","Gas",1080
"101","Oil",2525
"101","Oil",1762
"101","Oil",1634
"101","Oil",1638
"101","Oil",1780
"101","Oil",1666
"101","Oil",1444
"101","Oil",2576
"101","Oil",1368
"101","Oil",1630
"101","Oil",1810
"101","Oil",1888
"101","Gas",2856
"101","Gas",1794
"101","Gas",1190
"101","Gas",2216
"101","Gas",3283
"101","Gas",4418
"104","Gas",2940
"101",NA,1494
"101",NA,1494
"101","Oil",1494
"101","Oil",1494
"101","Oil",1800
"101","Oil",720
"101","Gas",988
"101","Gas",2537
"101","Gas",1545
"101","Oil",2912
"101","Gas",3207
"101","Gas",1632
"101","Gas",2709
"101","Oil",1541
"101","Oil",1795
"101","Oil",1194
"101","Gas",2533
"101","Oil",1792
"101","Gas",3440
"101","Oil",2360
"101","Gas",3060
"101","Oil",1666
"105","Gas",2432
"101","Oil",1812
"104","Oil",1808
"101","Oil",1050
"101","Oil",1876
"101","Gas",1512
"101","Gas",1209
"101","Oil",1488
"101",NA,1524
"101","Gas",1982
"101","Oil",1992
"101","Oil",1992
"101","Oil",1992
"101","Oil",1992
"101","Gas",1236
"101","Oil",1896
"101","Oil",1050
"101","Gas",1023
"101","Oil",1904
"104","Gas",2056
"101","Electric",849
"101","Oil",3196
"104","Oil",2196
"101","Gas",4788
"104","Gas",1728
"101","Gas",1864
"101","Gas",1048
"101","Oil",1392
"101","Oil",1388
"101","Gas",1680
"101","Oil",2228
"101","Gas",2068
"101","Oil",1187
"101","Oil",4452
"101","Oil",1862
"101","Oil",1638
"101","Oil",912
"101","Gas",1961
"104","Gas",2334
"101","Gas",1996
"101","Gas",1685
"959","Oil",2186
"101","Oil",1992
"101","Oil",2281
"101","Oil",1392
"101","Oil",2716
"101","Gas",1606
"101","Oil",3780
"101","Gas",1812
"101","Electric",1205
"101","Gas",1619
"104","Oil",2612
"101","Oil",2589
"104","Gas",1792
"101","Gas",1298
"104","Gas",2428
"101","Gas",1632
"101","Gas",1220
"101","Oil",1086
"101","Oil",1072
"101","Gas",1509
"101","Oil",1376
"101","Gas",2487
"104","Gas",2259
"101","Oil",1375
"101","Gas",1401
"101","Gas",1274
"101","Oil",1261
"101","Gas",1560
"101","Gas",2498
"101","Oil",1458
"101","Oil",884
"101","Gas",1428
"101","Gas",1125
"101","Oil",1786
"101","Oil",1632
"101","Gas",1956
"101","Oil",1728
"101","Gas",1636
"101","Gas",1953
"101","Electric",1248
"101","Gas",4072
"101","Gas",1566
"101","Gas",1566
"101","Gas",1566
"101","Gas",1566
"101","Oil",1576
"101","Gas",2239
"101","Gas",1302
"101","Gas",2862
"101","Oil",2722
"101","Gas",2208
"101","Oil",1668
"101","Gas",1916
"109","Gas",1089
"109","Gas",2503
"101","Gas",1008
"101","Oil",1398
"104","Gas",2478
"958","Oil",1834
"101","NONE",0
"101","Oil",1344
"104","Gas",2221
"101","Oil",1757
"101","Oil",1757
"101","Oil",1757
"101","Oil",1757
"101","Oil",2042
"101","Gas",1368
"101","Oil",1262
"109","Gas",3036
"109","Gas",658
"101","Electric",2504
"101","Oil",848
"109","Oil",414
"109","Oil",1249
"101","Oil",1225
"101","Oil",1158
"109","Gas",2240
"109","Oil",2394
"101","Oil",1650
"101","Gas",2462
"101","Oil",2088
"101","Electric",1224
"101","Oil",960
"101","Gas",1494
"101","Electric",1248
"101","Oil",2366
"101","Oil",1130
"101","Gas",1790
"101","Gas",1768
"101","Gas",1768
"101","Gas",1768
"101","Gas",1768
"101","Gas",1274
"101","Oil",900
"101","Gas",1636
"101","Oil",1494
"101","Electric",1286
"101","Oil",2085
"101","Oil",2085
"101","Oil",2085
"101","Oil",2085
"101","Gas",1080
"101","Oil",1513
"101","Gas",2548
"101","Oil",1797
"101","Oil",1797
"101","Oil",1797
"101","Oil",1797
"101","Oil",912
"101","Oil",1320
"101","Gas",1679
"101","Gas",1370
"101","Gas",3209
"101","Oil",1348
"104",NA,2228
"101","Gas",1330
"101","Gas",2421
"101","Oil",1339
"101","Gas",2275
"101","Gas",2772
"101","Oil",1862
"101","Oil",1728
"101","Oil",2052
"101","Oil",1324
"101","Oil",984
"101","Gas",1856
"101","Gas",1400
"104","Gas",1568
"101","Oil",1238
"101","Gas",1232
"101","Gas",1365
"101","Gas",2526
"101","Gas",2526
"101","Gas",2526
"101","Gas",2526
"101","Oil",2051
"101",NA,1632
"101","Gas",2792
"101","Oil",1296
"101","Oil",960
"105","Gas",2447
"101","Oil",1896
"104","Gas",1949
"101","Gas",1868
"101","Oil",1500
"101","Oil",1444
"101","Electric",1530
"101","Oil",2592
"101","Oil",1528
"104","Gas",1936
"903","Oil",1550
"101","Oil",2124
"101","Gas",1789
"101","Oil",1743
"101","Gas",3063
"101","Oil",2048
"101","Oil",1701
"101","Oil",1655
"031","Oil",320
"101","Gas",2818
"101","Oil",1422
"101","Gas",2522
"101","Oil",1278
"101","Oil",2156
"101","Gas",948
"101","Gas",1428
"101","Oil",1365
"101","Oil",1440
"101","Oil",1152
"101","Oil",1196
"101","Oil",1196
"101","Oil",1196
"101","Oil",1196
"101","Gas",2256
"104","Gas",2048
"104","Gas",2074
"101","Oil",1455
"101","Oil",1400
"101","Gas",1486
"101","Oil",1728
"101","Electric",1480
"101","Oil",1708
"101","Oil",1583
"101","Oil",2151
"101","Electric",1361
"101","Oil",2558
"101","Oil",1108
"101","Gas",2628
"101","Electric",1080
"101","Oil",720
"101","Gas",1668
"101","Gas",2057
"101","Gas",1106
"101","Oil",1848
"101","Oil",1501
"101","Oil",2444
"101","Oil",1557
"101","Oil",1230
"101","Oil",1152
"101","Oil",1465
"101","Gas",1253
"101","Gas",1724
"101","Oil",864
"101","Oil",1662
"954","Oil",3808
"101","Oil",1182
"101","Gas",1364
"101","Oil",1408
"101","Oil",1202
"101","Oil",1964
"104","Gas",2304
"101","Oil",1664
"101","Oil",1232
"101","Oil",3135
"104","Oil",2380
"101","Oil",1480
"101","Oil",1607
"101","Gas",2120
"101","Oil",2028
"101","Oil",1716
"101","Oil",1050
"101","Oil",848
"101","Oil",1748
"101","Oil",1116
"105","Coal or Wood",2196
"101","Gas",1188
"101","Gas",1303
"104","Oil",2800
"104","Gas",1845
"101","Oil",1440
"101","Gas",2122
"104","Oil",1994
"101","Oil",912
"101","Gas",2999
"105","Gas",3637
"101","Oil",2592
"101","Oil",1224
"101","Gas",1092
"101","Gas",1128
"101","Oil",1848
"101","Gas",1614
"101","Gas",2382
"104","Gas",2951
"101","Oil",1953
"101","Oil",1823
"101","Gas",2496
"104","Gas",2304
"101","Oil",1778
"101","Gas",2751
"104","Oil",2660
"104","Oil",1876
"104","Gas",1768
"101","Gas",1400
"101","Gas",1642
"104","Oil",2517
"101","Gas",3670
"101","Gas",2766
"101","Oil",2480
"101","Oil",1547
"101","Oil",960
"101","Oil",1656
"101","Gas",1838
"101","Gas",3472
"104","Electric",1810
"101","Gas",1253
"101","Oil",1512
"104","Gas",3258
"101","Gas",1716
"104","Gas",2619
"104","Gas",2740
"101","Gas",960
"101","Gas",1632
"101","Gas",1902
"101","Oil",2310
"101","Oil",1690
"101","Oil",2432
"010","Oil",3371
"010","Oil",728
"010","Oil",1200
"101","Gas",2814
"101","Gas",2814
"101","Oil",2814
"101","Oil",2814
"101","Electric",1514
"032","Gas",942
"101","Oil",1722
"101","Oil",2098
"101","Oil",1171
"010","Oil",3100
"101","Oil",1488
"104","Gas",3933
"101","Oil",1639
"101","Oil",2633
"101","Gas",2288
"101","Oil",1037
"101","Gas",2202
"101","Oil",1211
"101","Oil",1758
"101","Oil",1914
"101","Gas",3128
"101","Oil",1676
"101","Oil",1036
"033","Oil",1960
"101","Gas",1640
"101","Oil",1344
"101","Gas",1700
"101","Oil",1390
"101","Gas",1588
"101","Electric",1804
"101","Gas",1037
"101",NA,1632
"101","Oil",1236
"101","Oil",1844
"101","Oil",1396
"101","Oil",2412
"101","Gas",2313
"101","Gas",816
"101","Gas",2328
"101","Gas",2328
"101","Gas",2328
"101","Gas",2328
"104","Oil",2600
"101","Oil",2256
"101","Gas",2860
"105","Gas",1876
"101","Gas",2072
"101","Gas",2072
"101","Gas",2072
"101","Gas",2072
"101","Gas",1118
"101","Oil",1040
"101","Gas",1093
"101","Gas",967
"101","Gas",967
"101","Gas",967
"101","Gas",967
"101","Oil",1264
"101","Oil",1420
"101","Gas",2717
"111","Electric",3700
"101","Gas",1728
"101",NA,1320
"101","Gas",1224
"104","Gas",1664
"101","Gas",1800
"101","Oil",1588
"101","Gas",3497
"101","Oil",1126
"101","Gas",1706
"101","Gas",2209
"101","Oil",1175
"101","Oil",1404
"101","Oil",1960
"101","Gas",1804
"101","Oil",1719
"101","Gas",2472
"101","Oil",1307
"101","Oil",1279
"101","Oil",1343
"101","Oil",1018
"101","Oil",1712
"101","Gas",2595
"010","Gas",1786
"104","Oil",1595
"101","Oil",2664
"104","Gas",2496
"101","Oil",2357
"101","Oil",1260
"101","Oil",3090
"101","Oil",1336
"104","Gas",2035
"101","Oil",850
"101","Electric",1628
"101","Gas",1974
"101","Gas",1471
"101","Oil",2167
"101","Oil",1292
"104","Gas",2832
"101","Gas",1868
"101","Gas",3336
"101","Electric",1512
"101","Oil",1666
"101","Oil",825
"101","Gas",1304
"104","Oil",2288
"101","Gas",1820
"101","Oil",1664
"101","Gas",864
"101","Gas",1449
"101","Gas",1344
"101","Gas",1462
"101","Gas",1462
"101","Gas",1462
"101","Gas",1462
"101","Oil",1046
"101","Oil",1361
"101","Oil",1675
"101","Oil",1192
"101","Gas",1000
"101","Oil",1362
"101","Gas",3606
"105","Oil",2819
"010","Gas",2919
"104","Oil",1886
"101","Oil",3672
"101","Gas",1228
"101","Gas",2480
"101","Oil",1962
"101","Oil",1310
"959","Gas",2517
"101","Gas",1096
"101","Oil",1480
"101","Oil",1056
"104","Gas",3866
"101",NA,1744
"101","Gas",6760
"101","Oil",2480
"101","Oil",2672
"101","Oil",2366
"101","NONE",1664
"101","Gas",2112
"101","Gas",2280
"101","Oil",1290
"101","Oil",1424
"101","Oil",894
"101","Oil",3971
"101","Oil",3971
"101","Oil",3971
"101","Oil",3971
"101","Oil",1092
"101","Oil",2366
"101","Oil",2327
"101","Oil",1104
"101","Gas",3519
"101","Oil",1715
"101","Gas",1560
"101","Oil",2104
"101","Gas",1880
"400","Gas",968
"104","Gas",2560
"101","Oil",1608
"101","Oil",1512
"101","Gas",1056
"101","Gas",1684
"101","Gas",898
"101","Oil",969
"101","Gas",1464
"101","Oil",1144
"101","Oil",1016
"101","Gas",1458
"104","Oil",3112
"101","Gas",1629
"101","Gas",2226
"101","Electric",1428
"101","Gas",1736
"101","Oil",1158
"101","Electric",1638
"101","Oil",1632
"970","Oil",2480
"101","Oil",1569
"104","Oil",2342
"101","Gas",1454
"104","Gas",2322
"101","Gas",816
"111","Oil",4888
"101","Oil",2024
"101","Oil",1260
"101","Gas",2895
"101","Oil",876
"101","Gas",1345
"101","Oil",1561
"101","Oil",1714
"101","Gas",1050
"010","Oil",1738
"104","Gas",1568
"101","Oil",1024
"101","Gas",944
"101","Electric",1664
"101","Gas",3612
"101","Gas",2028
"101","Oil",1116
"101","Oil",1383
"101","Oil",3124
"101","Gas",1752
"101","Gas",2242
"104","Oil",2679
"101","Oil",966
"101","Oil",2890
"105","Oil",3348
"101","Oil",1102
"101","Oil",1663
"101","Oil",2052
"101","Oil",1008
"101","Oil",1887
"101","Gas",982
"101","Gas",2924
"101","Oil",2040
"101","Gas",1824
"104","Gas",2060
"104","Gas",3318
"104","Oil",1189
"101","Gas",1917
"101","Gas",1056
"101","Oil",2154
"101","Oil",683
"355","Electric",2717
"101","Gas",1216
"101","Gas",1152
"101","Gas",4558
"101","Gas",2948
"101","Oil",1847
"101","Gas",2076
"101","Gas",1768
"101","Oil",1037
"105","Gas",1664
"105","Gas",2226
"101","Oil",2306
"101","Gas",1236
"105","Gas",2497
"101","Gas",1180
"101","Oil",1316
"101","Gas",1344
"101","Oil",1166
"104","Gas",2344
"105","Gas",2139
"101","Gas",2466
"101","Oil",1536
"101","Gas",1270
"101","Gas",1890
"101","Gas",680
"101","Oil",1310
"101","Gas",1643
"101","Gas",2865
"104","Gas",2444
"101","Gas",1524
"101","Gas",2683
"101","Gas",1320
"101","Gas",1737
"101","Oil",1610
"713","Oil",2612
"101","Gas",1176
"101","Oil",1116
"101","Gas",1506
"101","Oil",1044
"101","Gas",2283
"101","Oil",1914
"101","Gas",888
"101","Oil",1435
"101","Oil",1848
"101","Gas",2912
"101","Gas",5218
"101","Gas",2268
"101","Oil",1632
"101","Oil",1784
"101","Oil",1044
"101","Oil",1664
"104","Gas",2004
"101","Oil",1508
"101","Gas",1101
"101","Oil",1044
"101","Gas",1575
"101","Gas",2648
"101","Gas",2648
"101","NONE",2648
"101","NONE",2648
"101","Oil",1104
"101","Gas",2048
"105","Gas",2426
"101","Oil",2283
"104","Gas",2044
"101","Oil",2041
"101","Gas",1762
"101","Gas",858
"104","Gas",2384
"101","Oil",1648
"101","Oil",1160
"101","Oil",1044
"101","Oil",1096
"101","Oil",1800
"109","Gas",863
"109","Gas",3479
"101","Oil",1156
"101","Oil",1316
"101","Gas",1044
"101","Gas",1080
"109","Gas",630
"109","Gas",3645
"101","Gas",2140
"111","Gas",7335
"101","Gas",936
"101","Electric",1166
"101","Oil",1488
"101","Oil",1092
"101","Oil",1092
"101","Oil",1568
"105","Gas",2576
"101","Gas",1750
"101","Oil",1556
"101","Gas",1400
"104","Gas",2929
"101","Gas",1240
"101","Electric",1152
"101","Gas",1056
"101","Oil",2020
"101","Oil",864
"101","Gas",2351
"104","Oil",2594
"101","Oil",1132
"101","Oil",1225
"101","Oil",1800
"101","Oil",1655
"101","Oil",1655
"101","Oil",1655
"101","Oil",1655
"101","Gas",2882
"101","Oil",936
"101","Gas",1180
"101","Oil",2540
"101","Oil",1626
"101","Gas",1320
"101","Gas",1748
"101","Gas",1748
"101","Gas",1748
"101","Gas",1748
"101","Oil",1652
"104","Gas",2914
"101","Gas",1664
"101","Oil",1902
"101","Oil",1136
"101","Oil",1026
"101","Oil",1248
"101","Gas",1714
"101","Oil",2160
"101","Gas",960
"101","Gas",2624
"104","Oil",2727
"101","Gas",3236
"101","Gas",2284
"101","Oil",1872
"101","Gas",1436
"101","Oil",2674
"101","Oil",1260
"101","Oil",1864
"101","Oil",1736
"101","Gas",1226
"101","Gas",1600
"101","Oil",1713
"101","Oil",1080
"101","Oil",2657
"103","Oil",1086
"101","Gas",2648
"316","Coal or Wood",783
"101","Gas",2058
"101","Oil",2528
"101","Oil",1760
"101","Oil",1642
"101","Gas",1800
"101","Oil",2639
"101","Oil",2639
"101","Oil",2639
"101","Oil",2639
"101","Gas",2240
"101","Oil",1028
"101","Gas",2407
"101","Oil",1080
"101","Gas",1900
"101","Electric",1034
"101","Gas",2676
"101","Gas",3402
"101","Oil",1236
"101","Oil",912
"101","Oil",2289
"104","Gas",2925
"101","Gas",2981
"104","Gas",2519
"101","Gas",1008
"101","Gas",1176
"101","Electric",1369
"031","Gas",3696
"101","Oil",1528
"104","Gas",2674
"101","Oil",837
"101","Gas",2908
"101","Electric",996
"101","Gas",1856
"101","Gas",1048
"101","Oil",1065
"101","Oil",988
"101","Gas",1976
"101","Gas",1061
"104","Gas",1916
"101","Gas",1064
"101","Gas",3126
"101","Gas",1722
"101","Oil",1553
"101","Electric",2040
"101","Oil",1084
"105","Gas",2611
"101",NA,1632
"111","Oil",3756
"101","Oil",923
"101","Oil",1260
"104","Gas",2462
"101","Gas",2832
"104","Gas",1726
"101","Gas",1402
"101","Oil",976
"101","Oil",1691
"101","Electric",1852
"101","Gas",2880
"104","Gas",1497
"101","Gas",1832
"101","Oil",2816
"910","Gas",2520
"101","Gas",1494
"101","Gas",1765
"101","Gas",2018
"101","Gas",2246
"101","Oil",960
"104","Oil",3318
"101","Oil",1722
"101","Oil",1738
"101","Gas",2778
"101","Oil",2430
"101","Oil",1218
"101","Gas",2030
"101","Gas",3586
"101","Gas",1584
"101","Gas",1282
"101","Oil",1409
"101","Gas",2462
"101","Gas",1488
"101","Oil",984
"101","Gas",1624
"101","Gas",1058
"101","Gas",2176
"101","Gas",1264
"101","Gas",4043
"101","Gas",2193
"101","Oil",1116
"101","Oil",1643
"101","Oil",1851
"101","Gas",2373
"101","Electric",928
"101","Gas",1964
"101","Oil",1728
"101","Oil",1512
"104","Oil",1672
"101","Gas",2660
"101","Gas",1176
"101","Gas",1176
"101","NONE",1176
"101","NONE",1176
"101","Gas",1872
"101","Electric",1632
"101","Gas",1012
"071","Oil",1468
"101","Oil",1716
"101","Oil",2273
"101","Oil",1107
"101","Gas",1855
"104","Gas",3018
"101","Gas",1703
"101","NONE",1888
"101","NONE",1888
"101","NONE",1888
"101","NONE",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1888
"101","Oil",1236
"101","Gas",2611
"101","Oil",2463
"101","Gas",1976
"101","Gas",1300
"101","Oil",2244
"101","Gas",2144
"101","Gas",1180
"101","Gas",1298
"101","Oil",1824
"104","Oil",3169
"101","Gas",803
"105","Gas",3750
"101","Gas",1224
"101","Oil",1632
"101","Gas",1279
"101","Gas",1560
"101","Gas",2456
"101","Oil",1596
"101","Oil",960
"101","Gas",1160
"101","Gas",864
"101","Oil",1164
"101","Oil",960
"101","Gas",4999
"101","Gas",1745
"101","Oil",1025
"101","Gas",1196
"104","Oil",2350
"101","Oil",918
"101","Oil",1656
"101","Gas",2812
"104","Gas",3735
"104","Oil",1540
"101","Gas",1296
"104","Gas",2240
"101","Oil",1249
"101","Oil",1040
"101","Gas",1512
"101","Gas",2874
"101","Gas",2428
"101","Gas",1571
"104","Gas",2556
"101","Gas",1113
"101","Oil",3074
"104","Gas",2240
"101","Gas",1220
"101","Oil",1037
"104","Gas",3021
"101","Oil",1728
"101","Oil",1656
"101","Oil",1466
"101","Oil",2383
"101","Gas",2296
"101","Gas",3094
"101","Gas",1489
"101","Gas",1037
"101","Gas",1718
"101","Gas",2760
"101","Gas",2999
"101","Oil",2088
"101","Oil",1260
"101","Oil",1260
"101","Oil",1260
"101","Oil",1260
"101","Oil",1500
"101","Oil",1508
"101","Gas",2281
"101","Gas",2281
"101","Gas",2281
"101","Gas",2281
"101","Gas",1268
"101","Electric",1564
"101","Oil",1945
"101","Gas",3187
"104","Gas",1616
"101","Gas",1677
"111","Gas",3571
"101","Gas",1666
"101","Gas",5420
"101","Gas",5420
"101","Gas",5420
"101","Gas",5420
"101","Gas",4042
"101","Oil",1540
"101","Gas",2842
"101","Oil",4606
"101","Oil",910
"101","Gas",1608
"718","Gas",1244
"101","Oil",1425
"101",NA,1616
"101","Gas",1864
"104","Oil",1728
"101","Oil",2084
"101","Oil",1698
"101","Gas",2935
"101","Oil",1592
"101","Oil",1544
"101","Gas",1807
"101","Gas",2968
"101","Gas",1800
"101","Oil",1497
"101","Oil",1428
"101","Gas",720
"101","Gas",2337
"101","Gas",1382
"031","Gas",5449
"101","Oil",1986
"101","Oil",1440
"101","Gas",952
"101","Gas",1044
"101","Oil",1670
"101","Oil",1632
"101","Oil",3969
"101","Gas",1102
"101","Oil",2068
"101","Gas",1044
"101","Gas",2308
"101","Oil",2258
"101","Gas",3714
"101","Oil",1092
"101","Oil",1776
"101","Oil",1887
"101","Oil",1624
"101","Gas",3900
"101","Oil",984
"101","Gas",984
"101","Gas",1062
"104","Gas",2118
"101","Gas",2484
"101","Gas",2556
"101","Oil",840
"101","Oil",2102
"101","Gas",2956
"101","Oil",1119
"101","Gas",2608
"101","Oil",1134
"101","Gas",2226
"101","Gas",2651
"101","Gas",2506
"101","Gas",1892
"101","Oil",2282
"101","Gas",2933
"101","Oil",1416
"101","Oil",1230
"101","Oil",1357
"101","Gas",1756
"101","Oil",1842
"101","Oil",951
"101","Electric",1913
"101","Gas",2408
"101","Oil",1486
"101","Oil",1289
"101","Oil",2002
"104","Oil",2724
"101","Gas",1408
"101","Oil",1600
"101","Gas",888
"101","Oil",1276
"101","Oil",1666
"101","Gas",988
"101","Oil",1499
"101","Gas",2645
"101","Oil",1541
"101","Electric",1100
"101","Oil",1536
"101","Oil",1536
"101","Oil",1536
"101","Oil",1536
"101","Oil",998
"013","Gas",1921
"101","Gas",1572
"104","Oil",2660
"101","Oil",1700
"111","Electric",2508
"101","Gas",2457
"101","Gas",3416
"101","Gas",2419
"101","Gas",1974
"101","Gas",2493
"101","Gas",1698
"712","Oil",2520
"104","Gas",3064
"101","Gas",848
"101","Gas",3323
"101","Oil",1886
"104","Gas",3216
"101","Gas",1037
"712","Oil",1635
"101","Oil",1626
"101","Oil",1632
"101","Gas",2059
"101","Gas",1114
"101","Gas",1176
"101","Gas",2244
"101","Gas",964
"101","Oil",1789
"101","Gas",1374
"101","Oil",2492
"105","Oil",1784
"101","Gas",1759
"101","Gas",3140
"101","Oil",1547
"101","Oil",1770
"101","Gas",2486
"101","Oil",1008
"101","Gas",2448
"101","Gas",744
"101","Oil",1992
"101","Oil",1424
"101","Oil",1664
"101","Gas",3815
"101","Oil",1464
