"USECODE","FUELTYPE","AREASQ"
"104","Gas",2365
"101","Oil",1020
"101","Gas",2274
"101","Gas",4940
"101","Gas",1140
"101","Oil",1430
"105","Gas",3151
"101","Gas",1680
"101","Gas",1778
"101","Gas",2652
"101","Gas",1080
"101","Gas",1376
"101","Oil",1388
"104","Gas",2995
"101","Oil",1050
"101","Gas",1192
"101","Gas",1344
"101","Oil",1858
"101","Oil",3146
"101","Gas",1777
"101","Oil",2284
"101","Gas",768
"101","Gas",2577
"101","Gas",3264
"101","Oil",1216
"101","Oil",1116
"101","Gas",1248
"104","Gas",2456
"101","Gas",1984
"101","Oil",1040
"101","Gas",4418
"101","Gas",1296
"104","Gas",2530
"101","Oil",1416
"101","Gas",1388
"101","Oil",1180
"101","Gas",1806
"101","Gas",3550
"101","Gas",2652
"104","Electric",1232
"101","Oil",3174
"101","Oil",1120
"101","Oil",1769
"101","Oil",2176
"101","Gas",1652
"109","Electric",600
"109","Oil",3384
"101","Gas",1428
"101","Gas",1950
"104","Gas",2604
"101","Oil",1766
"101","Oil",1476
"101","Oil",892
"101","Oil",2442
"104","Oil",2348
"101","Oil",2244
"101","Oil",2244
"101","Oil",2244
"101","Oil",2244
"101","Electric",1130
"101","Oil",1078
"104","Oil",2320
"101","Gas",1805
"101","Gas",2477
"101","Gas",828
"101","Oil",1828
"101","Gas",875
"101","Oil",3201
"101","Oil",1252
"101","Gas",2633
"101","Oil",960
"104","Oil",1798
"101","Gas",2816
"101","Gas",1104
"101","Oil",1937
"101","Gas",1648
"101","Oil",1216
"101","Gas",1044
"101","Gas",1819
"101",NA,1037
"101","Oil",972
"101","Gas",2132
"101","Oil",2093
"101","Gas",1396
"101","Oil",1536
"101","Oil",1192
"101","Oil",1192
"101","Oil",1192
"101","Oil",1192
"101","Oil",1552
"101","Oil",1394
"104","Gas",3760
"101","Gas",2008
"101","Gas",1681
"101","Gas",960
"101","Gas",960
"101","Gas",960
"101","Gas",960
"101","Oil",504
"101","Oil",1408
"101","Gas",1164
"111","Gas",20266
"101","Gas",2076
"101","Gas",3437
"101","Oil",1624
"101","Oil",1685
"101","Gas",1773
"101","Gas",2672
"101","Oil",1008
"101","Gas",3382
"101","Oil",3208
"104","Gas",2487
"101","Oil",1920
"101","Electric",1584
"101","Oil",3176
"101","Gas",3152
"101","Oil",2016
"101","Oil",1473
"101","Gas",2608
"101","Oil",684
"101","Oil",1452
"101","Oil",1248
"101","Oil",1692
"101","Gas",1130
"101","Oil",1632
"101","Gas",1750
"101","Electric",1372
"101","Oil",1544
"101","Oil",1281
"101","Gas",1451
"101","Gas",4076
"101","Oil",2782
"101","Oil",1920
"101","Oil",1026
"101","Oil",1428
"101",NA,2649
"101","Gas",1824
"101","Gas",2479
"101","Oil",1892
"101","Gas",2443
"101","Oil",1692
"101","Gas",1080
"101","Oil",900
"101","Oil",2712
"071","Oil",1971
"101","Oil",2040
"101","Oil",2277
"101","Oil",1460
"101","Oil",1678
"101","Oil",1678
"101","Oil",1678
"101","Oil",1678
"101","Oil",1608
"101","Oil",1608
"101","Oil",1608
"101","Oil",1608
"101","Gas",1680
"101","Gas",1680
"101","Gas",1680
"101","Gas",1680
"101","Gas",1116
"101","Oil",1172
"101","Oil",2366
"101","Electric",682
"101","Oil",1896
"101","Oil",1284
"101","Oil",1520
"101","Gas",1807
"101","Gas",2831
"101","Gas",1715
"101","Oil",2232
"101","Gas",1788
"101","Gas",4056
"101",NA,1200
"101","Oil",1840
"101","Gas",4062
"101","Oil",1993
"101","Gas",1561
"101","Oil",1068
"101","Gas",2388
"104","Oil",2096
"104","Gas",2552
"101","Oil",1008
"101","Oil",1125
"101","Gas",2588
"101","Oil",1830
"101","Gas",3181
"101","Oil",1938
"101","Gas",1728
"104","Oil",2040
"101","Oil",1610
"101","Gas",2538
"101","Oil",1158
"101","Gas",2724
"101","Oil",1818
"101","Gas",1688
"101","Electric",1836
"101","Oil",1225
"101","Oil",1289
"104","Gas",2246
"101","Gas",1952
"101","Gas",1274
"101","Oil",1060
"105","Oil",4379
"101","Gas",1131
"101","Oil",1770
"101","Gas",1392
"101","Oil",1056
"101","Oil",1132
"101","Gas",2282
"101","Gas",2052
"101","Electric",1260
"101","Gas",1330
"101","Oil",2464
"104","Gas",2054
"101","Gas",2651
"101","Gas",1048
"101","Gas",1184
"101","Oil",1668
"101","Oil",1822
"130",NA,0
"101","Gas",1629
"101","Gas",1629
"101","Oil",1629
"101","Oil",1629
"101","Gas",2900
"101","Oil",2262
"101","Gas",1995
"105","Gas",3097
"101","Gas",1344
"101","Oil",1654
"101","Oil",1260
"101","Oil",1044
"104","Gas",3024
"101","Gas",2600
"101","Oil",1344
"101","Oil",1806
"101","Oil",1512
"111","Electric",4218
"101","Oil",1040
"101","Oil",1144
"101","Oil",1592
"101","Oil",1848
"101","Oil",1296
"101","Gas",1480
"101","Gas",2343
"101","Electric",1632
"104","Gas",2012
"101","Gas",2804
"101","Gas",2729
"101","Gas",1216
"101","Oil",2176
"104","Oil",2132
"104","Electric",1728
"101","Oil",1180
"101","Oil",1430
"101","Gas",1344
"104","Electric",1740
"101","Gas",2070
"101","Oil",1306
"101","Gas",4157
"101","Gas",1596
"101","Gas",1470
"101","Gas",2056
"101","Oil",2300
"104","Gas",4120
"101","Gas",2896
"101","Gas",2449
"101","Oil",2020
"104","Gas",1600
"101","Oil",1269
"101","Oil",990
"101","Gas",1092
"101","Gas",1324
"101","Gas",2647
"101","Gas",1456
"104","Gas",2371
"101","Oil",972
"101","Gas",1134
"101","Gas",1064
"101","Gas",1706
"101","Gas",1249
"101","Oil",972
"101","Gas",1624
"101","Oil",2152
"101","Gas",1152
"101","Gas",1126
"101","Oil",1470
"104","Gas",5120
"101","Oil",1248
"101","Oil",1728
"101","Electric",1952
"101","Oil",3200
"101","Gas",1344
"104","Oil",3650
"101","Gas",672
"104","Gas",2309
"101","Oil",1746
"101","Gas",1644
"101","Oil",1296
"101","Gas",1354
"101","Oil",1470
"101","Oil",1386
"101","Gas",1968
"101","Gas",1368
"101","Oil",2333
"101","Oil",1287
"101","Gas",3325
"101","Oil",1800
"101","Oil",2069
"101","Gas",1344
"803","Oil",1690
"101","Oil",1440
"101","Oil",1689
"101","Oil",1253
"101","Oil",1096
"101","Gas",2064
"101","Gas",2132
"101","Gas",2216
"101","Gas",1044
"101","Gas",2114
"101","Gas",2114
"101","Gas",2114
"101","Gas",2114
"101","Gas",1554
"101","Oil",1844
"101","Gas",1583
"104","Gas",2664
"101","Oil",2908
"101","Oil",2524
"101",NA,1646
"101","Oil",1236
"101","Oil",1248
"101","Gas",1960
"101","Oil",1596
"101","Oil",1952
"101","Gas",2929
"101","Oil",1176
"101","Gas",1037
"101","Oil",1107
"101","Gas",2064
"101","Gas",1672
"101","Gas",848
"101",NA,1428
"101","Gas",1080
"101","Oil",1104
"032","Gas",2580
"101","Oil",1440
"101","Gas",2757
"101","Gas",1541
"101","Oil",1080
"101","Gas",2825
"101","Oil",1469
"101","Oil",1450
"101","Oil",1446
"101","Gas",900
"104","Gas",2088
"101","Oil",1224
"101","Oil",948
"101","NONE",1092
"101","NONE",1092
"101","Oil",1092
"101","Oil",1092
"101","Gas",1214
"101","Oil",1572
"101","Gas",1752
"101","Oil",1952
"101","Gas",912
"801","Oil",1820
"101","Electric",1728
"101","Gas",2620
"101","Oil",1234
"101","Gas",1559
"101","Oil",1188
"101","Electric",1432
"104","Gas",1659
"101","Gas",1265
"101","Gas",1502
"101","Oil",1310
"101","Gas",1872
"101","Oil",1202
"101","Oil",1202
"101","Oil",1202
"101","Oil",1202
"101","Oil",728
"101","Gas",1944
"101","Gas",1944
"101","Gas",1944
"101","Gas",1944
"101","Gas",1698
"101","Gas",2015
"101","Oil",1248
"101","Oil",1428
"101","Gas",1974
"101","Electric",1248
"104","Oil",2681
"101","Oil",1350
"101","Gas",5566
"101","Gas",2268
"101","Gas",2496
"101","Electric",1632
"101","Gas",1556
"104","Gas",1568
"101","Gas",1026
"101","Oil",1419
"104","Gas",1932
"111","Gas",3896
"101","Gas",1152
"101","Gas",1896
"101","Oil",1968
"101","Gas",2074
"958","Coal or Wood",924
"101","Gas",1638
"101","Oil",2072
"101","Oil",1344
"101","Oil",1696
"104","Gas",1914
"101","Gas",1863
"104","Oil",3777
"104","Electric",2268
"101","Oil",2512
"101","Oil",1120
"101","Gas",960
"101","Oil",1944
"104","Gas",3965
"101","Oil",1401
"101","Gas",2064
"104","Gas",3412
"101","Electric",1000
"101","Oil",1776
"104","Electric",1288
"101","Oil",2042
"101","Oil",1400
"101","Oil",1084
"101","Gas",2587
"101","Oil",1147
"101","Gas",1323
"101","Oil",1820
"101","Oil",1692
"111","Gas",4950
"101","Gas",1588
"101","Gas",1745
"101","Gas",960
"101","Gas",800
"101","Oil",1392
"101","Gas",2558
"101","Gas",1632
"101","Gas",912
"101","Gas",3232
"101","Gas",2046
"101","Gas",1026
"101","Gas",2836
"101","Oil",1014
"101","Oil",1512
"101","Gas",1566
"101","Gas",2529
"101","Gas",2252
"101","Oil",1444
"101","Gas",912
"105","Gas",2612
"101","Electric",1920
"101","Oil",1862
"101","Gas",2124
"101","Gas",3236
"101","Oil",2390
"111","Gas",2952
"101","Gas",2272
"104","Oil",2264
"101","Gas",1927
"101","Gas",1434
"101","Gas",1434
"101","Gas",1434
"101","Gas",1434
"101","Gas",3508
"101","Gas",3068
"104","Oil",2080
"101","Gas",2033
"101","Oil",864
"104","Oil",1636
"101","Oil",1344
"101","Electric",1300
"101","Oil",2672
"101","Gas",1163
"101","Oil",1261
"101","Oil",3660
"101","Gas",1848
"101","Oil",1046
"101","Oil",2886
"101","Oil",3180
"101","Oil",1151
"101","Oil",2480
"101","Oil",778
"101","Gas",2895
"101","Oil",2477
"101","Oil",2058
"101","Oil",1996
"101","Gas",1428
"101","Oil",1604
"101","Oil",1632
"104","Oil",1728
"101","Oil",2892
"101","Gas",1612
"101","Gas",1631
"101","Oil",1920
"101","Oil",1880
"101","Oil",1770
"101","Gas",3498
"101","Gas",1605
"101","Oil",1071
"101","Gas",1493
"101","Gas",1050
"101","Oil",1986
"101","Oil",1883
"101","Oil",1444
"101","Gas",1626
"101","Oil",1396
"101","Gas",1372
"961","Oil",2120
"101","Oil",1971
"101","Oil",1894
"101","Gas",1617
"101","Electric",2008
"101","Oil",2095
"101","Oil",2095
"101","Oil",2095
"101","Oil",2095
"101","Electric",1664
"101","Oil",1696
"101","Oil",1364
"101","Gas",1324
"101","Gas",2190
"101","Gas",3047
"105","Gas",3816
"101","Oil",1768
"101","Oil",1254
"101","Oil",1372
"104","Gas",2108
"101","Gas",3332
"105","Electric",3299
"101","Oil",1309
"101","Gas",942
"101","Gas",996
"101","Oil",1248
"104","Gas",2304
"101","Gas",846
"101","Oil",2058
"101","Gas",1512
"111","Electric",3914
"101","Oil",1820
"101","Oil",1840
"101","Oil",1840
"101","Oil",1840
"101","Oil",1840
"104","Gas",1704
"104","Gas",2500
"101","Gas",1283
"101","Gas",1400
"101","Gas",1616
"101","Gas",1384
"101","Gas",1546
"101","Oil",1224
"101","Oil",1360
"101","Gas",829
"101","Oil",1142
"101","Oil",1488
"105","Electric",2574
"101","Oil",2016
"104","Oil",2228
"101","Gas",2080
"104","Oil",2970
"101","Oil",2532
"101","Oil",1342
"111","Gas",3058
"101","Oil",1173
"101","Oil",2394
"101","Oil",1178
"101",NA,1551
"105","Gas",2964
"101","Oil",1610
"101","Oil",936
"101","Gas",1349
"104","Gas",1604
"101","Oil",819
"104","Oil",2008
"104","Oil",2312
"101","Gas",1225
"101","Oil",1452
"101","Gas",1274
"101","Gas",1274
"101","Gas",1274
"101","Gas",1274
"101","Gas",1408
"101","Oil",2192
"104","Gas",1440
"101","Gas",1568
"104","Gas",2320
"101","Oil",972
"101","Oil",1248
"101","Oil",1785
"101","Oil",1872
"101","Gas",998
"101","Oil",1656
"111","Gas",7368
"101","Oil",1993
"101","Gas",1053
"101","Oil",2648
"101","Oil",2208
"101","Gas",1980
"032","Gas",1199
"101","Gas",2576
"101","Gas",1947
"101","Oil",1344
"101","Oil",1912
"101","Gas",1783
"101","Oil",1228
"105","Oil",3055
"104","Gas",2330
"104","Electric",1664
"101","Oil",1070
"105","Gas",2338
"101","Oil",982
"104","Gas",1848
"101","Oil",2220
"101","Gas",2191
"101","Oil",2832
"105","Gas",3294
"101","Oil",1664
"104","Gas",2420
"101","Gas",1404
"101","Gas",1726
"101","Gas",1872
"101","Gas",1872
"101","Gas",1872
"101","Gas",1872
"101","Oil",1664
"101","Gas",2132
"961","Gas",7310
"101","Oil",1608
"104","Gas",2492
"718","Gas",3072
"718","Oil",1232
"104","Electric",1710
"101","Gas",1720
"101","Gas",944
"101","Oil",1054
"101","Gas",1816
"101","Oil",2942
"104","Oil",1068
"101","Gas",1824
"101","Gas",2147
"101","Oil",1978
"101","Gas",3609
"101","Oil",1824
"101","Gas",2592
"101","Gas",2001
"101","Oil",1026
"101","Oil",2116
"101","Gas",1008
"101","Oil",1881
"104","Gas",1950
"104","Gas",2385
"101","Gas",2338
"101","Oil",2870
"101","Gas",1752
"101","Gas",1592
"101","Gas",1224
"101","Oil",1080
"101","Oil",2000
"101","Oil",1868
"101","Oil",1868
"101","Oil",1868
"101","Oil",1868
"101","Oil",960
"101","Gas",1761
"101","Oil",1120
"101","Gas",1598
"101","Oil",1260
"104","Oil",2872
"101","Gas",816
"101","Gas",1290
"101","Oil",1767
"101","Electric",1104
"101","Gas",1770
"101","Gas",2638
"104","Oil",2240
"101","Gas",1728
"101","Gas",1864
"101","Gas",1120
"101","Gas",2352
"101","Gas",1197
"104","Gas",1582
"101","Gas",988
"101","Gas",1882
"101","Gas",1872
"104","Gas",3504
"961","Oil",2358
"104","Electric",1728
"101",NA,1188
"101","Oil",2055
"101","Gas",2446
"104","Oil",2308
"101","Oil",1372
"101","Oil",988
"101","Gas",1368
"101","Oil",1478
"104","Oil",2864
"101","Gas",1162
"101","Oil",1558
"101","Oil",1558
"101","Oil",1558
"101","Oil",1558
"101","Gas",1960
"101","Gas",3604
"101","Gas",2331
"959","Oil",2584
"101","Oil",1113
"101","Gas",1037
"101","Gas",2600
"101","Gas",1943
"101","Gas",2102
"101","Gas",1184
"101","Oil",1238
"101","Gas",1117
"101","Oil",1311
"101","Gas",2568
"101","Oil",1440
"101","Gas",1432
"101","Gas",1556
"101","Gas",1176
"104","Gas",3175
"101","Oil",864
"101","Gas",2878
"101","Oil",1502
"101","Gas",1088
"101","Oil",864
"101","Gas",2820
"101","Gas",1248
"101","Oil",4261
"101","Oil",4261
"101","Oil",4261
"101","Oil",4261
"101","Gas",1318
"101","Oil",1942
"101","Oil",1154
"101","Oil",1143
"104","Gas",2367
"101","Gas",1045
"101","Gas",1742
"101","Gas",1624
"101","Gas",4021
"104","Oil",3713
"111","Electric",3456
"101","Gas",1164
"101","Gas",3522
"101","Oil",1260
"104","Gas",2272
"101","Oil",2308
"101","Electric",1754
"101","Oil",1344
"101","Gas",2388
"101","Gas",2037
"101","Gas",2952
"101","Oil",1508
"101","Oil",1464
"101","Oil",1709
"101","Gas",1069
"101","Oil",1346
"101","Oil",1050
"101","Gas",630
"101","Oil",1080
"101","Gas",1118
"101","Gas",1344
"101","Gas",2383
"101","Oil",1086
"101","Gas",3155
"101","Oil",1890
"101","Oil",1764
"101","Oil",1486
"101","Oil",1486
"101","Oil",1486
"101","Oil",1486
"101","Oil",2420
"101","NONE",2060
"101","NONE",2060
"101","Oil",2060
"101","Oil",2060
"101","Gas",1008
"101","Oil",1728
"101","Electric",2256
"101","Gas",1080
"101","Gas",2160
"101","Gas",2160
"101","Gas",2160
"101","Gas",2160
"101","Oil",2036
"101","Oil",975
"101","Oil",1752
"101","Oil",1080
"101","Oil",1080
"101","Oil",1080
"101","Oil",1080
"101","Oil",1080
"101","Oil",1404
"101","Oil",1666
"101","Gas",2660
"101","Gas",2004
"101","Electric",1788
"970","Gas",9120
"101","Oil",1870
"101","Oil",1663
"101","Gas",2426
"101","Gas",1300
"101","Gas",1592
"101","Gas",1448
"101","Oil",2592
"101","Gas",2126
"101","Oil",2292
"104","Gas",2851
"101","Oil",912
"071","Oil",2824
"101","Oil",1356
"713","Oil",1842
"101","Gas",1102
"101","Gas",1065
"101","Electric",1346
"101","Oil",1728
"101","Gas",3095
"101","Oil",1176
"101","Oil",790
"101","Oil",1798
"101","Gas",1307
"101","Oil",720
"101","Oil",964
"101","Oil",1044
"101","Oil",1114
"101","Gas",2662
"101","Gas",1040
"101",NA,1353
"101","Gas",1152
"104","Oil",2028
"101","Gas",1567
"101","Gas",976
"101","Oil",2034
"101","Gas",2600
"101","Gas",1700
"101","Gas",2172
"101","Oil",1632
"101","Gas",2035
"101","Oil",1520
"101","Oil",1840
"101","Gas",1130
"101","Oil",1056
"101","Gas",1028
"101","Oil",1044
"101","Electric",984
"101","Gas",2147
"104","Oil",2388
"111","Electric",3456
"101","Gas",3120
"104","Oil",2760
"101","Gas",1136
"104","Gas",3333
"101","Gas",3780
"101","Gas",2347
"101","Oil",1120
"101","Oil",1424
"101","Gas",2075
"101","Oil",1314
"101","Oil",1321
"101","Gas",950
"101","Oil",1963
"101","Oil",1428
"101","Oil",1140
"104","Oil",2090
"101","Oil",1776
"101","Oil",1605
"101","Gas",1536
"101","Oil",1360
"101","Oil",1344
"105","Gas",4143
"104","Gas",2266
"101","Gas",1872
"101","Oil",1184
"101","Gas",3123
"101","Gas",3123
"101","Oil",3123
"101","Oil",3123
"101","Gas",2116
"101","Oil",1988
"104","Gas",4068
"101","Gas",2312
"101","Gas",1211
"101","Gas",2006
"101","Gas",2616
"105","Oil",2560
"111","Gas",5447
"101","Oil",1476
"101","Gas",3316
"101","Oil",1512
"101","Oil",3592
"101","Oil",2112
"101","Gas",948
"101",NA,1225
"101","Oil",992
"101","Gas",1572
"101","Oil",1518
"101","Gas",1142
"101","Gas",1212
"101","Oil",2916
"101","Oil",1455
"101","Gas",1248
"101","Oil",1760
"101","Oil",1994
"101","Oil",1196
"101","Oil",2326
"101","Oil",1604
"101","Oil",1252
"101","Oil",1394
"101","Gas",1193
"101","Gas",1232
"101","Gas",1278
"101","Gas",1312
"101","Oil",2217
"104","Oil",1820
"104","Oil",2252
"101","Gas",1587
"101","Oil",1865
"101","Oil",2232
"101","Oil",1152
"101","Oil",2704
"101","Electric",1152
"109","Gas",640
"109","Oil",1001
"101","Oil",1344
"101","Gas",2057
"101","Oil",2130
"101","Oil",1282
"101","Electric",2004
"101","Oil",1240
"101","Gas",2051
"101","Gas",2772
"713","Oil",3270
"101","Oil",1299
"101","Oil",1246
"101","Electric",1999
"101","Gas",1850
"101","Gas",1350
"101","Gas",3408
"101","Gas",3408
"101","Gas",3408
"101","Gas",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",3408
"101","Oil",2294
"101","Oil",1773
"101","Oil",1128
"101","Gas",1708
"101","Gas",2423
"101","Oil",1077
"101","Gas",2080
"101","Oil",1202
"101","Gas",1048
"101","Oil",1224
"101","Gas",1632
"101","Oil",912
"101","Oil",1308
"101","Oil",1186
"101","Oil",1698
"101","Oil",1698
"101","Oil",1698
"101","Oil",1698
"101","Oil",1344
"101","Oil",1128
"101","Gas",1120
"101","Oil",1008
"101","Oil",1037
"101","Gas",2108
"101","Oil",893
"101","Gas",1237
"101","Gas",1883
"101","Gas",1883
"101","NONE",1883
"101","NONE",1883
"101","Oil",1330
"101","Oil",1330
"101","Oil",1330
"101","Oil",1330
"101","Oil",1656
"104","Oil",2156
"104","Oil",4040
"104","Electric",1710
"101","Gas",2582
"101","Gas",2889
"101","Gas",2248
"101","Electric",2280
"104","Gas",1890
"101","Oil",1597
"101","Oil",3433
"101","Oil",3433
"101","Oil",3433
"101","Oil",3433
"101","Oil",2400
"101","Oil",1841
"101","Oil",1920
"101","Oil",1984
"101","Gas",3205
"101","Oil",1982
"101","Oil",1982
"101","Oil",1982
"101","Oil",1982
"101","Oil",1200
"101","Oil",1224
"101","Gas",2892
"101","Oil",1632
"101","Oil",1988
"101","Oil",1688
"101","Gas",1008
"101","Oil",1233
"111","Gas",3174
"101","Gas",1541
"101","Oil",1434
"101","Gas",1048
"101","Gas",2108
"101","Gas",768
"101","Electric",1952
"101","Oil",1742
"101","Gas",3056
"104","Gas",2639
"101","Electric",2648
"101","Electric",2648
"101","Electric",2648
"101","Electric",2648
"101","Oil",1222
"101","Oil",1896
"104","Gas",2056
"101","Gas",3280
"101","Gas",2302
"101","Oil",1688
"101","Oil",978
"101","Gas",1842
"101","Oil",912
"101","Gas",2868
"104","Oil",3155
"101","Gas",2402
"101","Gas",1088
"101","Oil",1040
"101","Oil",1972
"101","Oil",1044
"101","Gas",1192
"101","Oil",2728
"101","Electric",2544
"101","Oil",1824
"101","Electric",988
"101","Oil",1770
"104","Oil",2352
"104","Gas",1921
"101","Gas",1972
"101","Gas",1448
"101","Oil",851
"101","Oil",3503
"104","Electric",1728
"101","Oil",1325
"111","Gas",4200
"101","Oil",2088
"101","Gas",3314
"101","Oil",1520
"101","Oil",1000
"101","Oil",1396
"101","Gas",1232
"105","Gas",3347
"104","Oil",2324
"101","Oil",1428
"101","Oil",2075
"101","Oil",1592
"101","Gas",1056
"101","Oil",1376
"101","Oil",1344
"104","Gas",2180
"101","Oil",1875
"101","Oil",2040
"101","Gas",1096
"101","Gas",1652
"101","Gas",864
"961","Oil",1836
"101","Oil",1632
"101","Typical",1088
"101","Oil",1728
"101","Electric",1842
"101","Gas",2434
"101","Oil",1092
"101","Electric",1248
"101","Gas",1809
"101","Gas",2240
"104","Gas",2423
"101","Gas",1346
"101","Gas",2693
"101","Gas",1984
"101","Oil",1657
"104","Oil",2609
"101","Electric",1162
"101","Oil",1540
"101","Gas",1200
"101","Oil",1436
"101","Oil",1436
"101","Oil",1436
"101","Oil",1436
"718","Oil",1868
"101","Gas",790
"101","Oil",1337
"101","Oil",1470
"101","Gas",2738
"101","Oil",2336
"101","Electric",1080
"101","Gas",2790
"109","Oil",782
"109","Oil",856
"101","Oil",1281
"101","Oil",1512
"101","Oil",1528
"101","Oil",1668
"101","Oil",1056
"101","Gas",1623
"101","Oil",1014
"101","Oil",1852
"101","Oil",912
"101","Gas",2764
"101","Oil",2294
"101","Oil",2029
"101","Oil",1248
"101","Oil",1359
"101","Oil",2287
"101","Oil",2006
"101","Gas",3158
"101","Gas",4317
"101","Gas",4317
"101","Gas",4317
"101","Gas",4317
"101","Oil",1856
"101","Oil",1764
"101","Oil",962
"101","Oil",2896
"101","Oil",2896
"101","Oil",2896
"101","Oil",2896
"101","Oil",2312
"101","Oil",2312
"101","Oil",2312
"101","Oil",2312
"101","Gas",1844
"101","Gas",2320
"101","Gas",2802
"101","Oil",1082
"101","Oil",2568
"101","Oil",1056
"101","Oil",1734
"101","Gas",1728
"101","Oil",1264
"101","Gas",1037
"101","Oil",1577
"101","Gas",2470
"101","Gas",1568
"101","Oil",1174
"101","Gas",1248
"101","Gas",2038
"101","Gas",1524
"101","Gas",1860
"101","Gas",1860
"101","NONE",1860
"101","NONE",1860
"101","Oil",1238
"101","Oil",1442
"112","Oil",7003
"101","Oil",1656
"101","Gas",2124
"101","Oil",1319
"101","Oil",2486
"101","Gas",2805
"101","Oil",1512
"104","Gas",1968
"101","Gas",1512
"101","Gas",1334
"101","Electric",1626
"101","Gas",1819
"101","Gas",1123
"101","Oil",958
"111","Gas",4142
"101","Oil",1008
"101","Gas",1336
"101","Gas",1336
"101","Gas",1336
"101","Gas",1336
"101","Electric",984
"101","Oil",1176
"101","Gas",1632
"316","Gas",2989
"101","Oil",2142
"101","Gas",2905
"101","Oil",958
"104",NA,1568
"101","Gas",1344
"101","Oil",972
"101","Oil",1000
"101","Gas",1401
"101","Oil",2328
"101","Oil",2650
"101","Gas",1915
"101","Gas",2424
"101","Oil",1102
"101","Gas",1986
"101","Oil",1088
"101","Gas",1554
"105","Oil",2536
"101","Gas",2128
"101","Oil",1849
"101","Gas",1545
"101","Gas",3095
"104","Gas",1708
"101","Gas",1011
"101","Gas",2366
"011","Gas",2622
"011","Oil",2318
"104","Oil",1760
"101","Oil",1968
"104","Gas",2841
"101",NA,3360
"101","Oil",2356
"101","Electric",1547
"101","Oil",1632
"101","Oil",5368
"101","Oil",1344
"104","Oil",2914
"101","Gas",972
"101","Oil",1650
"101","Gas",2702
"101","Gas",2982
"101","Gas",2469
"101","Oil",1258
"101","Oil",988
"101","Oil",1299
"101","Oil",1144
"101","Oil",2538
"101","Oil",1485
"101","Gas",1062
"101","Oil",1575
"101","Gas",1037
"101","Gas",1740
"910","Oil",3158
"101","Electric",1848
"101","Oil",1248
"104","Gas",2889
"101","Gas",960
"101","Oil",3152
"101","Oil",1440
"101","Oil",1200
"111","Gas",4503
"101","Gas",2718
"104","Gas",3136
"101","Gas",3480
"101","Gas",1107
"101","Gas",1288
"111","Electric",5440
"101","Gas",1898
"101","Oil",1242
"101","Oil",1582
"101","Gas",1647
"101","Electric",1910
"101","Gas",1515
"101","Oil",988
"101","Electric",1262
"101","Oil",1273
"101","Oil",1264
"101","Oil",2628
"101","Oil",1368
"101","Gas",2260
"101","Oil",2974
"101","Oil",1412
"010","Gas",1798
"010","Gas",1798
"010","Gas",1798
"010","Gas",1798
"101","Gas",2161
"101","Gas",912
"101","Gas",1680
"101","Oil",1868
"101","Oil",1904
"101","Oil",2402
"101","Oil",1456
"101","Gas",1061
"101","Gas",1764
"101","Oil",2412
"101","Gas",1305
"101","Oil",1129
"032","Oil",2800
"101","Gas",1632
"101","Gas",1560
"101","Oil",2069
"101","Gas",1173
"101","Oil",996
"101","Gas",1980
"101","Oil",1328
"101","Gas",2480
"101","Gas",2480
"101","Gas",2480
"101","Gas",2480
"101","Oil",1617
"101","Gas",984
"101","Gas",1728
"101","Oil",2288
"104","Gas",2322
"101","Oil",1597
"101","Gas",1296
"101","Gas",1212
"105","Gas",3590
"101","Gas",2040
"101",NA,992
"101","Gas",1014
"101","Gas",1146
"101","Gas",1892
"101","Oil",1449
"105","Gas",3226
"101","Oil",1944
"101","Gas",1145
"101","Gas",1344
"101","Oil",2435
"101","Gas",3138
"101","Oil",1728
"105","Oil",3373
"101","Gas",1476
"101","Gas",2490
"101","Oil",1968
"101","Oil",993
"101","Gas",1668
"101","Gas",1668
"101","Gas",1668
"101","Gas",1668
"101","Gas",2889
"101","Gas",1722
"101","Gas",2974
"101","Oil",1908
"101","Oil",1920
"101","Oil",1878
"101","Gas",900
"101","Oil",1744
"101","Oil",1500
"101","Oil",2060
"104","Gas",3210
"101","Oil",1404
"101","Oil",1440
"101","Gas",1152
"101","Gas",2080
"101","Oil",2409
"101","Gas",2728
"101","Gas",2747
"101","Oil",1130
"101","Gas",796
"101","Gas",1964
"101","Gas",1964
"101","Gas",1964
"101","Gas",1964
"101","Gas",1423
"104","Oil",2012
"101","Gas",1384
"104","Coal or Wood",3008
"101","Gas",1170
"101","Oil",1013
"961","Typical",1692
"101","Electric",1146
"101","Gas",1680
"101","Oil",2069
"101","Gas",840
"104","Gas",3538
"101","Oil",1728
"101","Gas",1328
"101","Gas",1328
"101","Gas",1328
"101","Gas",1328
"101","Gas",2380
"101","Gas",2069
"111","Electric",3456
"101","Gas",1356
"104","Oil",2392
"101","Oil",1542
"101","Electric",1372
"101","Oil",2025
"101","Gas",2118
"101","Oil",1253
"101","Oil",1318
"101","Oil",952
"101","Gas",1962
"101","Oil",3247
"101","Gas",1575
"101","Oil",1980
"071","Oil",3114
"715","Oil",1719
"101","Gas",1632
"101","Oil",1170
"101","Gas",1389
