"","USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"4779","101","ELECTRIC",1010,"1"
"4780","101","ELECTRIC",1478,"1"
"4781","101","ELECTRIC",2048,"1"
"4782","101","ELECTRIC",1478,"1"
"4783","101","ELECTRIC",1875.2,"1"
"4784","101","ELECTRIC",2000,"1"
"4785","101","ELECTRIC",1008,"1"
"4786","101","ELECTRIC",1062,"1"
"4787","930",NA,0,NA
"4788","101","OIL",1556,"1"
"4789","101","GAS",988,"1"
"4790","101","GAS",1248,"1"
"4791","101","GAS",1248,"1"
"4792","101","GAS",1432.6,"1"
"4793","101","GAS",2179.2,"1"
"4794","101","ELECTRIC",1122,"1"
"4795","101","ELECTRIC",1643,"1"
"4796","101","ELECTRIC",1062,"1"
"4797","101","OIL",1754.2,"1"
"4798","101","ELECTRIC",1918,"1"
"4799","101","ELECTRIC",1645.5,"1"
"4800","101","OIL",1390,"1"
"4801","101","OIL",1723,"1"
"4802","101","ELECTRIC",1904,"1"
"4803","101","OIL",2430,"2"
"4804","101","GAS",1820.5,"1T"
"4805","101","ELECTRIC",1582,"1"
"4806","101","ELECTRIC",1536.5,"1"
"4807","101","ELECTRIC",2022,"1"
"4808","101","ELECTRIC",1824,"1"
"4809","101","ELECTRIC",1750,"1"
"4810","101","ELECTRIC",1972.5,"1"
"4811","101","ELECTRIC",1963.5,"1"
"4812","101","ELECTRIC",1912.75,"1"
"4813","101","ELECTRIC",1582,"1"
"4814","101","ELECTRIC",1660.4,"1"
"4815","101","GAS",1125,"1"
"4816","101","ELECTRIC",1478,"1"
"4817","101","ELECTRIC",2070,"1"
"4818","101","ELECTRIC",1582,"1"
"4819","101","ELECTRIC",1937.25,"1"
"4820","101","ELECTRIC",840,"1"
"4821","101","ELECTRIC",1266,"1"
"4822","101","ELECTRIC",2102,"1"
"4823","101","ELECTRIC",1582,"1"
"4824","101","ELECTRIC",1296,"1"
"4825","101","ELECTRIC",1107,"1"
"4826","101","GAS",1342,"1"
"4827","101","ELECTRIC",2184,"1"
"4828","101","ELECTRIC",1820,"1"
"4829","101","ELECTRIC",1101,"1"
"4830","101","ELECTRIC",1582,"1"
"4831","101","ELECTRIC",1728,"1"
"4832","101","ELECTRIC",1296,"1"
"4833","101","OIL",1776,"1"
"4834","101","ELECTRIC",1062,"1"
"4835","101","ELECTRIC",1478,"1"
"4836","101","ELECTRIC",1296,"1"
"4837","101","ELECTRIC",2114,"1"
"4838","101","ELECTRIC",1261,"1"
"4839","101","ELECTRIC",864,"1"
"4840","101","ELECTRIC",1870.75,"1"
"4841","101","ELECTRIC",1751,"1"
"4842","101","OIL",1688,"1"
"4843","101","ELECTRIC",1859,"1"
"4844","101","ELECTRIC",2284,"1"
"4845","101","GAS",1248,"1"
"4846","101","GAS",1663.2,"1"
"4847","101","GAS",1560,"1"
"4848","101","GAS",1842,"1"
"4849","101","GAS",988,"1"
"4850","101","GAS",1635.2,"1"
"4851","101","GAS",1950,"1"
"4852","101","GAS",1794,"1"
"4853","101","GAS",1527.5,"1"
"4854","101","GAS",4063,"2"
"4855","972","GAS",2160,"1"
"4856","132",NA,0,NA
"4857","101","OIL",2609.75,"1"
"4858","101","ELECTRIC",1101,"1"
"4859","101","ELECTRIC",2282.4,"2"
"4860","101","GAS",1844,"1"
"4861","101","GAS",1018,"1H"
"4862","101","GAS",2891.4,"1H"
"4863","106",NA,0,NA
"4864","101","GAS",2160,"1"
"4865","101","GAS",2184,"1"
"4866","101","GAS",988,"1"
"4867","101","GAS",1235,"1"
"4868","101","ELECTRIC",1114,"1"
"4869","101","GAS",3117,"2"
"4870","101","GAS",1066,"1"
"4871","101","GAS",1482,"1"
"4872","101","GAS",2093,"1"
"4873","101","GAS",2121.6,"1"
"4874","101","GAS",1235,"1"
"4875","101","GAS",988,"1"
"4876","101","GAS",936,"1"
"4877","101","GAS",1248,"1"
"4878","101","GAS",1482,"1"
"4879","101","ELECTRIC",1843,"1"
"4880","101","GAS",1872,"1"
"4881","101","GAS",1610,"1"
"4882","101","GAS",1632,"1A"
"4883","101","OIL",1645,"1"
"4884","101","GAS",1713.6,"1"
"4885","101","GAS",1512,"1"
"4886","101","GAS",1926.75,"1"
"4887","101","GAS",2091,"1"
"4888","101","GAS",1638,"1"
"4889","101","GAS",1976,"1"
"4890","101","GAS",1878.4,"1"
"4891","101","OIL",3110.4,"1T"
"4892","101","GAS",1740,"2"
"4893","101","OIL",1092,"1"
"4894","101","GAS",1642,"1"
"4895","101","OIL",1680,"1"
"4896","101","GAS",1856.4,"1"
"4897","101","GAS",2263,"2"
"4898","101","OIL",2230.4,"1"
"4899","101","GAS",1568,"1"
"4900","101","GAS",2360,"1T"
"4901","132",NA,0,NA
"4902","132",NA,0,NA
"4903","132",NA,0,NA
"4904","132",NA,0,NA
"4905","109","OIL",5217.5,"1T"
"4906","101","GAS",2268,"1"
"4907","101","GAS",2118,"1"
"4908","101","GAS",1172,"1"
"4909","101","GAS",1014,"1"
"4910","101","GAS",1061,"1"
"4911","101","GAS",1092,"1"
"4912","101","GAS",1936.5,"1"
"4913","101","OIL",2431,"1H"
"4914","101","GAS",1713,"1"
"4915","101","OIL",1478.4,"1"
"4916","101","GAS",1432,"1"
"4917","101","GAS",1644.5,"2"
"4918","101","OIL",2806.2,"1H"
"4919","101","GAS",1048,"1"
"4920","326","GAS",5424,"1"
"4921","101","GAS",1300,"1"
"4922","132",NA,0,NA
"4923","132",NA,0,NA
"4924","101","GAS",1292,"1"
"4925","101","GAS",1248,"1"
"4926","101","GAS",1296,"1"
"4927","131",NA,0,NA
"4928","112","GAS",129821,"2"
"4929","971",NA,0,NA
"4930","924",NA,0,NA
"4931","971",NA,0,NA
"4932","971",NA,0,NA
"4933","440",NA,0,NA
"4934","400","GAS",14492,"1"
"4935","401","GAS",9600,"2"
"4936","401","GAS",66530,"1"
"4937","401","GAS",24820,"1"
"4938","900",NA,0,NA
"4939","101","GAS",1634.9,"1T"
"4940","101","GAS",988,"1"
"4941","101","GAS",988,"1"
"4942","101","GAS",988,"1"
"4943","101","GAS",1362.4,"1"
"4944","101","GAS",1235,"1"
"4945","101","GAS",1632,"1"
"4946","101","GAS",1120,"1"
"4947","101","GAS",1953,"1"
"4948","101","OIL",1098,"1"
"4949","101","GAS",1652,"1"
"4950","101","GAS",1494,"1"
"4951","132",NA,0,NA
"4952","132",NA,0,NA
"4953","101","GAS",1667,"1T"
"4954","101","OIL",1900.5,"1T"
"4955","101","OIL",948,"1"
"4956","101","OIL",2046.25,"1"
"4957","101","GAS",1700.4,"1"
"4958","101","GAS",1312,"1H"
"4959","101","OIL",2146.2,"1H"
"4960","101","GAS",1263.6,"1T"
"4961","130",NA,0,NA
"4962","104","GAS",2445.6,"2"
"4963","101","GAS",1872,"1"
"4964","101","GAS",2625,"1"
"4965","101","GAS",1056,"1"
"4966","101","GAS",1370,"1"
"4967","101","GAS",1235,"1"
"4968","101","OIL",1674.4,"1"
"4969","101","GAS",1890,"1"
"4970","101","GAS",1770,"1"
"4971","101","GAS",1141,"1"
"4972","101","GAS",1668,"1"
"4973","101","GAS",1378,"1"
"4974","101","GAS",2167.2,"1T"
"4975","101","GAS",1261,"1"
"4976","101","GAS",1858.5,"1"
"4977","101","GAS",1736,"1"
"4978","101","GAS",1362,"1"
"4979","101","GAS",1680,"1"
"4980","101","GAS",1997.1,"1H"
"4981","101","GAS",1881,"1"
"4982","101","GAS",1104,"1"
"4983","101","GAS",1512,"1"
"4984","101","GAS",2192,"1"
"4985","101","GAS",2097.2,"1"
"4986","101","GAS",1886.4,"1"
"4987","101","GAS",1456,"1"
"4988","101","GAS",1522,"1"
"4989","101","OIL",1677.88,"1H"
"4990","101","ELECTRIC",1520,"1"
"4991","101","GAS",1124,"1"
"4992","101","GAS",2232,"1"
"4993","132",NA,0,NA
"4994","101","GAS",3055.2,"2"
"4995","101","GAS",2524,"1T"
"4996","101","GAS",2381,"1"
"4997","101","OIL",1844.8,"1"
"4998","101","OIL",2064,"1"
"4999","101","GAS",1182,"1"
"5000","101","GAS",1200,"1"
"5001","101","GAS",1344,"1"
"5002","101","OIL",1884,"1"
"5003","101","GAS",2483.5,"2"
"5004","101","OIL",1970,"1"
"5005","101","OIL",1801.25,"2"
"5006","101","ELECTRIC",1798.4,"1"
"5007","101","GAS",2418.7,"1A"
"5008","132",NA,0,NA
"5009","101","GAS",2931.2,"1"
"5010","101","OIL",2009.84,"1H"
"5011","101","GAS",1856,"1"
"5012","101","OIL",3179,"1T"
"5013","101","ELECTRIC",2000,"2"
"5014","101","GAS",2662.8,"1T"
"5015","101","GAS",1740,"1"
"5016","101","GAS",1452,"1"
"5017","101","OIL",1824,"1"
"5018","101","OIL",2397,"1"
"5019","101","OIL",2868,"1T"
"5020","101","GAS",1920,"1"
"5021","101","ELECTRIC",1632,"1"
"5022","101","OIL",2253,"1"
"5023","101","OIL",1864.8,"1"
"5024","101","GAS",1626,"1"
"5025","101","GAS",1795.2,"2"
"5026","101","GAS",1112,"1"
"5027","101","OIL",2580,"1"
"5028","101","GAS",2484,"1T"
"5029","101","GAS",1484,"1"
"5030","101","GAS",1752.5,"1"
"5031","039","GAS",15608,"1"
"5032","101","GAS",1540,"1"
"5033","101","GAS",1092,"1"
"5034","101","GAS",2214.6,"2"
"5035","101","GAS",2190,"1"
"5036","101","GAS",2112,"1"
"5037","101","GAS",1687.2,"2"
"5038","101","GAS",2626.8,"2"
"5039","101","GAS",2340,"2"
"5040","101","GAS",1536,"2"
"5041","101","GAS",2540,"2"
"5042","101","ELECTRIC",1120,"1"
"5043","101","OIL",1612,"1"
"5044","101","GAS",1344,"1"
"5045","101","OIL",1128,"1"
"5046","404","ELECTRIC",30054,"1"
"5047","400","GAS",119200,"1"
"5048","316","GAS",138289,"1"
"5049","300","GAS",77521,"4"
"5050","326","GAS",10638,"1"
"5051","392",NA,0,NA
"5052","934","GAS",72239,"1"
"5053","101","OIL",1790,"1"
"5054","325","GAS",20381,"1"
"5055","333","ELECTRIC",1850,"1"
"5056","101","OIL",2290,"1"
"5057","344","GAS",33221,"2"
"5058","344","GAS",12116,"1"
"5059","344","OIL",6159,"1"
"5060","344","GAS",7900.2,"1"
"5061","344","GAS",30710,"1"
"5062","344","GAS",35984,"1"
"5063","344","GAS",15232,"1"
"5064","325","GAS",33580.9,"3"
"5065","957","GAS",18141,"1"
"5066","393",NA,0,NA
"5067","101","GAS",2182.75,"2A"
"5068","101","GAS",1596,"2"
"5069","101","GAS",1624,"1H"
"5070","101","ELECTRIC",2898,"1H"
"5071","101","GAS",1392,"1"
"5072","101","GAS",912,"1"
"5073","101","GAS",1541.6,"1H"
"5074","101","OIL",1947.6,"2"
"5075","101","OIL",2028,"1"
"5076","101","OIL",1886.5,"1"
"5077","101","GAS",1528,"1"
"5078","101","OIL",2708,"1"
"5079","101","GAS",2418,"2"
"5080","101","OIL",2149,"1"
"5081","101","GAS",1495,"1"
"5082","101","OIL",2734,"1"
"5083","101","ELECTRIC",1726.8,"1"
"5084","101","OIL",2516,"1"
"5085","101","GAS",2737.6,"2H"
"5086","101","OIL",1112,"1"
"5087","101","GAS",1608,"1"
"5088","101","GAS",2236,"1T"
"5089","101","GAS",1729,"1T"
"5090","101","GAS",1010,"1"
"5091","101","GAS",1867,"1"
"5092","101","GAS",1896.8,"1"
"5093","101","GAS",1368,"1"
"5094","101","GAS",2028,"1"
"5095","101","GAS",2447,"1"
"5096","130",NA,0,NA
"5097","101","GAS",2605.5,"1"
"5098","101","GAS",1896,"1"
"5099","101","GAS",2106,"1"
"5100","101","OIL",1240,"1"
"5101","101","OIL",1647.2,"1"
"5102","106",NA,0,NA
"5103","101","ELECTRIC",1985,"1"
"5104","101","ELECTRIC",1716,"2"
"5105","101","GAS",2505,"1"
"5106","130",NA,0,NA
"5107","101","OIL",2382,"1"
"5108","101","GAS",1284,"1"
"5109","101","ELECTRIC",2179,"2"
"5110","101","ELECTRIC",1046,"1"
"5111","101","GAS",2236.5,"1"
"5112","101","ELECTRIC",1492,"1"
"5113","101","GAS",1100,"1"
"5114","101","GAS",1232,"1"
"5115","101","OIL",1872,"1"
"5116","101","GAS",2318,"2"
"5117","101","GAS",2538,"1T"
"5118","101","GAS",2766,"1"
"5119","101","GAS",2156.6,"1"
"5120","101","GAS",1472,"1"
"5121","101","OIL",1850,"1"
"5122","101","GAS",1788,"1T"
"5123","101","OIL",1898,"2"
"5124","101","ELECTRIC",2425,"1"
"5125","101","PROPANE",2970,"2"
"5126","101","OIL",1144,"1"
"5127","101","GAS",2716.2,"2"
"5128","101","GAS",1834,"1T"
"5129","132",NA,0,NA
"5130","101","GAS",1678,"1"
"5131","101","GAS",4041,"1T"
"5132","101","GAS",1789,"2"
"5133","101","GAS",1716,"1"
"5134","391",NA,0,NA
"5135","336","NONE",812675,"3"
"5136","323","GAS",1432569,"1"
"5137","323","GAS",201953,"2"
"5138","390",NA,0,NA
"5139","338","ELECTRIC",160,"2"
"5140","112","ELECTRIC",53701.8,"2"
"5141","130",NA,0,NA
"5142","101","OIL",1657.2,"1H"
"5143","013","GAS",3632.4,"1H"
"5144","390",NA,0,NA
"5145","130",NA,0,NA
"5146","972",NA,0,NA
"5147","400","GAS",56060,"1"
"5148","452",NA,0,NA
"5149","340","GAS",25408,"2"
"5150","093","GAS",207672,"2"
"5151","400","GAS",45011,"1"
"5152","340","GAS",29625,"4"
"5153","442",NA,0,NA
"5154","930",NA,0,NA
"5155","342","GAS",31650,"1"
"5156","930",NA,0,NA
"5157","971",NA,0,NA
"5158","392",NA,0,NA
"5159","340","GAS",136654,"8"
"5160","971","GAS",1980,"1"
"5161","390",NA,0,NA
"5162","101","GAS",1778.6,"2"
"5163","930",NA,0,NA
"5164","980",NA,0,NA
"5165","980",NA,0,NA
"5166","980",NA,0,NA
"5167","980",NA,0,NA
"5168","980",NA,0,NA
"5169","980",NA,0,NA
"5170","980",NA,0,NA
"5171","713",NA,0,NA
"5172","911",NA,0,NA
"5173","132",NA,0,NA
"5174","132",NA,0,NA
"5175","132",NA,0,NA
"5176","911",NA,0,NA
"5177","132",NA,0,NA
"5178","326","NONE",678,"1"
"5179","972",NA,0,NA
"5180","017","OIL",1104,"1T"
"5181","971",NA,0,NA
"5182","900",NA,0,NA
"5183","957","GAS",28812,"2"
"5184","332","GAS",5686,"1"
"5185","332","OIL",3050,"1"
"5186","400",NA,0,NA
"5187","332","GAS",8896,"1"
"5188","401","GAS",11904,"1"
"5189","400","OIL",15686,"2"
"5190","971",NA,0,NA
"5191","971",NA,0,NA
"5192","998","GAS",16920,"1"
"5193","998","GAS",31100,"3"
"5194","971",NA,0,NA
"5195","971",NA,0,NA
"5196","971",NA,0,NA
"5197","401","GAS",304776,"6"
"5198","972","NONE",5346,"1"
"5199","130",NA,0,NA
"5200","101","WOOD",1005,"2"
"5201","101","GAS",1596,"1"
"5202","101","GAS",1834,"1"
"5203","101","GAS",1065,"1"
"5204","101","OIL",1008,"1"
"5205","101","GAS",1611,"1"
"5206","101","ELECTRIC",1595,"1"
"5207","101","ELECTRIC",2408,"2"
"5208","101","GAS",1048,"1"
"5209","101","OIL",1680,"1"
"5210","101","GAS",952,"1H"
"5211","101","OIL",1034,"1"
"5212","101","GAS",2484,"1"
"5213","101","GAS",2912,"2"
"5214","101","OIL",1032,"1"
"5215","101","GAS",1200,"1"
"5216","101","GAS",2893.5,"1H"
"5217","132",NA,0,NA
"5218","132",NA,0,NA
"5219","132",NA,0,NA
"5220","132",NA,0,NA
"5221","101","OIL",1554,"1"
"5222","101","OIL",1070,"1"
"5223","101","OIL",960,"1"
"5224","101","GAS",1536,"1"
"5225","101","OIL",1440,"1"
"5226","101","OIL",2208,"1"
"5227","930",NA,0,NA
"5228","130",NA,0,NA
"5229","130",NA,0,NA
"5230","101","OIL",960,"1"
"5231","101","OIL",1440,"1"
"5232","101","OIL",988,"1"
"5233","101","OIL",960,"1"
"5234","101","OIL",960,"1"
"5235","101","OIL",1440,"1"
"5236","101","OIL",1400,"1"
"5237","101","OIL",1440,"1"
"5238","101","OIL",1609,"1"
"5239","101","OIL",1440,"1"
"5240","101","OIL",1200,"1"
"5241","101","OIL",960,"1"
"5242","101","OIL",1200,"1"
"5243","101","OIL",948,"1"
"5244","101","OIL",936,"1"
"5245","101","OIL",960,"1"
"5246","101","OIL",1344,"1"
"5247","101",NA,0,NA
"5248","101","GAS",4544,"1"
"5249","601",NA,0,NA
"5250","101","OIL",896,"1"
"5251","101","WOOD",1025,"1"
"5252","101","OIL",924,"1"
"5253","101","ELECTRIC",1120,"1"
"5254","132",NA,0,NA
"5255","101","OIL",1224,"1"
"5256","101","OIL",1824,"2"
"5257","101","OIL",1862,"1"
"5258","101","OIL",2175.6,"1"
"5259","101","GAS",1808,"1"
"5260","101","OIL",2082,"1"
"5261","101","OIL",888,"1"
"5262","101","OIL",1328,"1"
"5263","101","OIL",800,"1"
"5264","101","OIL",1614.4,"1"
"5265","101","OIL",1874,"1"
"5266","101","GAS",1006,"1"
"5267","101","OIL",1009,"1"
"5268","101","OIL",1440,"1"
"5269","101","OIL",960,"1"
"5270","101","ELECTRIC",2092,"1"
"5271","101","GAS",896,"1"
"5272","101","OIL",2316,"1"
"5273","101","OIL",925,"1"
"5274","101","OIL",1440,"1"
"5275","101","OIL",1275,"1"
"5276","132",NA,0,NA
"5277","132",NA,0,NA
"5278","101","GAS",816,"1"
"5279","132",NA,0,NA
"5280","101","GAS",1776,"1"
"5281","132",NA,0,NA
"5282","960","ELECTRIC",2400,"1"
"5283","101","OIL",960,"2"
"5284","132",NA,0,NA
"5285","101","GAS",2798.5,"2"
"5286","101","GAS",1555.2,"1"
"5287","101","GAS",1275,"1"
"5288","101","GAS",1916,"1"
"5289","101","OIL",1192,"1"
"5290","101","ELECTRIC",960,"1"
"5291","101","OIL",1472,"1"
"5292","101","OIL",896,"1"
"5293","104","ELECTRIC",1820,"1"
"5294","101","OIL",896,"1"
"5295","101","ELECTRIC",1293,"1"
"5296","101","OIL",1232,"1"
"5297","101","GAS",912,"1"
"5298","132",NA,0,NA
"5299","101","OIL",1200,"1"
"5300","101","GAS",1911,"1"
"5301","101","OIL",1066,"1"
"5302","101","GAS",924,"1"
"5303","101","OIL",2070.8,"1H"
"5304","101","GAS",1065,"1"
"5305","101","GAS",1056,"1"
"5306","101","GAS",2237.2,"1H"
"5307","101","GAS",1331.25,"1"
"5308","101","GAS",1837,"1"
"5309","132",NA,0,NA
"5310","101","GAS",1065,"1"
"5311","101","GAS",2104,"1H"
"5312","101","GAS",1065,"1"
"5313","101","GAS",1176,"1"
"5314","101","GAS",2051.2,"1H"
"5315","101","GAS",1172,"1"
"5316","101","GAS",1056,"1"
"5317","101","GAS",1180,"1"
"5318","960","GAS",8824,"1"
"5319","101","OIL",884,"1"
"5320","132",NA,0,NA
"5321","101","OIL",3576,"1"
"5322","101","OIL",1471.4,"1"
"5323","101","OIL",1935,"1"
"5324","101","GAS",1408,"1"
"5325","101","GAS",1396.5,"1T"
"5326","101","OIL",1230,"1T"
"5327","132","NONE",144,"1"
"5328","132",NA,0,NA
"5329","106",NA,0,NA
"5330","101","OIL",2721.9,"1"
"5331","101","OIL",1921,"1"
"5332","101","GAS",1161,"1T"
"5333","132",NA,0,NA
"5334","101","OIL",1753.6,"1H"
"5335","101","OIL",1770.8,"1H"
"5336","101","GAS",2187,"1T"
"5337","132",NA,0,NA
"5338","132",NA,0,NA
"5339","101","OIL",1945.6,"1H"
"5340","101","COAL",1666,"1T"
"5341","101","GAS",1380,"1"
"5342","101","GAS",1216,"1"
"5343","101","OIL",3264,"1"
"5344","101","GAS",2304,"2"
"5345","101","GAS",2337,"2"
"5346","132",NA,0,NA
"5347","101","GAS",2122,"1"
"5348","101","GAS",1392.6,"1"
"5349","101","GAS",1460,"1"
"5350","971",NA,0,NA
"5351","101","GAS",1176,"1T"
"5352","102","GAS",1541.8,"1"
"5353","102","GAS",1166,"1"
"5354","102","GAS",1813.5,"1"
"5355","102","GAS",1208,"1"
"5356","102","GAS",1320,"2"
"5357","102","GAS",2334,"1"
"5358","102","GAS",1166,"1"
"5359","102","GAS",1320,"2"
"5360","102","GAS",1208,"1"
"5361","102","GAS",1320,"2"
"5362","101","GAS",1196,"1"
"5363","130",NA,0,NA
"5364","101","OIL",1578,"1"
"5365","101","OIL",1405.92,"1T"
"5366","101","GAS",2439.6,"1T"
"5367","101","OIL",2170,"1T"
"5368","101","OIL",1617,"1"
"5369","101","OIL",1856,"1"
"5370","101","GAS",2324,"1"
"5371","971","GAS",3992,"1"
"5372","101","OIL",1248,"1"
"5373","101","GAS",1504,"1"
"5374","132",NA,0,NA
"5375","101","OIL",936,"1"
"5376","101","OIL",1232,"2"
"5377","132",NA,0,NA
"5378","101","OIL",1331.2,"1H"
"5379","101","GAS",1224,"1"
"5380","101","GAS",1536,"1H"
"5381","101","OIL",1303,"1H"
"5382","101","OIL",1824,"1"
"5383","101","GAS",1426,"1H"
"5384","101","OIL",1578.4,"1"
"5385","101","GAS",2788,"2"
"5386","101","GAS",2220.4,"2"
"5387","101","GAS",2707.48,"2"
"5388","101","GAS",2464,"2"
"5389","101","GAS",2436,"2"
"5390","101","GAS",2174,"2"
"5391","101","GAS",1777,"1"
"5392","971",NA,0,NA
"5393","101","GAS",1712,"1"
"5394","101","GAS",2208,"2"
"5395","101","GAS",2030,"1T"
"5396","101","GAS",1810,"2"
"5397","101","GAS",1946,"1T"
"5398","101","GAS",1440,"1"
"5399","101","GAS",3776,"1"
"5400","101","GAS",3982.8,"2"
"5401","101","GAS",2860,"2"
"5402","101","GAS",1446,"1"
"5403","101","GAS",1842.75,"1T"
"5404","130",NA,0,NA
"5405","132",NA,0,NA
"5406","101","OIL",1977.6,"1"
"5407","130",NA,0,NA
"5408","972",NA,0,NA
"5409","132",NA,0,NA
"5410","101","OIL",1520,"1"
"5411","972",NA,0,NA
"5412","130",NA,0,NA
"5413","132",NA,0,NA
"5414","101","GAS",2550,"1"
"5415","101","ELECTRIC",1873.5,"1"
"5416","101","GAS",1638,"1T"
"5417","019","GAS",11414,"1"
"5418","920",NA,0,NA
"5419","101","OIL",1912,"1"
"5420","101","OIL",1376,"2"
"5421","101","OIL",672,"1"
"5422","101","GAS",1887.5,"1"
"5423","101","ELECTRIC",1242,"1"
"5424","101","GAS",2048.4,"1"
"5425","101","GAS",1294,"1"
"5426","101","GAS",1181,"1"
"5427","101","GAS",1580.8,"1H"
"5428","101","GAS",1950,"1"
"5429","101","GAS",960,"1"
"5430","101","GAS",2048,"1"
"5431","101","GAS",1591.2,"2"
"5432","101","GAS",1204,"1"
"5433","101","GAS",1422,"1"
"5434","101","GAS",912,"1"
"5435","101","OIL",744,"1"
"5436","101","OIL",630,"1"
"5437","101","GAS",896,"1"
"5438","101","GAS",1530,"1"
"5439","101","OIL",887,"1"
"5440","132",NA,0,NA
"5441","132",NA,0,NA
"5442","101","OIL",1188.25,"1T"
"5443","101","GAS",1152,"1"
"5444","132",NA,0,NA
"5445","101","OIL",1624,"1"
"5446","101","GAS",1812,"1A"
"5447","101","OIL",1260,"1H"
"5448","901",NA,0,NA
"5449","803",NA,0,NA
"5450","101","OIL",2356,"2"
"5451","031","GAS",6000,"1"
"5452","388",NA,0,NA
"5453","132",NA,0,NA
"5454","101","GAS",1879.2,"1H"
"5455","101","OIL",2077,"1H"
"5456","101","OIL",1536,"1"
"5457","101","OIL",1355,"1T"
"5458","101","OIL",2788,"2A"
"5459","101","OIL",2606,"1"
"5460","101","OIL",1654,"1"
"5461","101","ELECTRIC",1198.4,"1"
"5462","101","OIL",720,"1"
"5463","101","GAS",4788.5,"2"
"5464","101","GAS",1152,"1"
"5465","101","OIL",804,"1T"
"5466","101","OIL",1500,"2"
"5467","101","GAS",1774,"1"
"5468","101","GAS",1891.2,"2"
"5469","106","NONE",0,"2"
"5470","101","GAS",1104,"1"
"5471","971",NA,0,NA
"5472","433","ELECTRIC",570,"1"
"5473","101","OIL",2308,"1"
"5474","101","GAS",1584,"1"
"5475","101","GAS",3482.8,"2"
"5476","101","GAS",2504.6,"2"
"5477","101","GAS",3282,"2"
"5478","101","GAS",2368,"2"
"5479","101","GAS",3082.4,"1T"
"5480","101","GAS",1730,"1"
"5481","101","GAS",2264,"2"
"5482","101","GAS",2888,"1"
"5483","101","GAS",2029.12,"1"
"5484","353","GAS",7524,"1"
"5485","101","GAS",2757.85,"2"
"5486","101","GAS",3692,"2"
"5487","101","GAS",2252,"2"
"5488","101","GAS",2302,"2"
"5489","101","ELECTRIC",1260,"1"
"5490","132",NA,0,NA
"5491","101","ELECTRIC",1200,"1"
"5492","132",NA,0,NA
"5493","132",NA,0,NA
"5494","101","GAS",2064.16,"1"
"5495","101","GAS",2274,"2"
"5496","101","GAS",2147.8,"2"
"5497","101","GAS",2179.6,"1T"
"5498","971",NA,0,NA
"5499","971","NONE",540,"1"
"5500","971",NA,0,NA
"5501","971",NA,0,NA
"5502","316","OIL",61500,"5"
"5503","900",NA,0,NA
"5504","931",NA,0,NA
"5505","972","GAS",7598,"2"
"5506","401","GAS",19912,"2"
"5507","316","GAS",9765,"1"
"5508","316","GAS",4347,"1"
"5509","971",NA,0,NA
"5510","930",NA,0,NA
"5511","930",NA,0,NA
"5512","931",NA,0,NA
"5513","971","NONE",256,"1"
"5514","400","OIL",76535.2,"2"
"5515","971","GAS",89596,"3"
"5516","971",NA,0,NA
"5517","971",NA,0,NA
"5518","971",NA,0,NA
"5519","400","OIL",46692,"2"
"5520","400","OIL",136259,"3"
"5521","400","OIL",17466,"1"
"5522","971",NA,0,NA
"5523","971",NA,0,NA
"5524","013","ELECTRIC",1711,"2"
"5525","101","OIL",3300,"1"
"5526","132",NA,0,NA
"5527","132",NA,0,NA
"5528","101","OIL",950,"1"
"5529","101","OIL",1512,"1"
"5530","101","OIL",784,"1"
"5531","101","OIL",1586,"1"
"5532","101","OIL",2366.8,"1T"
"5533","101","OIL",996,"1"
"5534","101","OIL",1560,"2"
"5535","101","ELECTRIC",1539.6,"1"
"5536","101","OIL",1522,"1T"
"5537","101","ELECTRIC",1004,"1T"
"5538","101","OIL",1846,"1T"
"5539","132",NA,0,NA
"5540","101","OIL",2140,"2"
"5541","101","OIL",1824,"2"
"5542","101","GAS",2321.8,"1H"
"5543","130",NA,0,NA
"5544","101","OIL",1284,"1"
"5545","101","OIL",1495,"1"
"5546","101","OIL",2169,"1T"
"5547","101","OIL",1288,"1"
"5548","101","OIL",1216,"1"
"5549","130",NA,0,NA
"5550","101","PROPANE",1148,"1"
"5551","132",NA,0,NA
"5552","101","GAS",1490,"1"
"5553","101","OIL",1488,"1"
"5554","101","OIL",1955,"1H"
"5555","132",NA,0,NA
"5556","132",NA,0,NA
"5557","101","OIL",1336.7,"1H"
"5558","101","OIL",1009.8,"1H"
"5559","101","OIL",1234,"1T"
"5560","101","OIL",792,"1A"
"5561","101","OIL",1682.4,"1H"
"5562","101","OIL",1177,"1T"
"5563","101","OIL",3899.5,"1"
"5564","132",NA,0,NA
"5565","101","OIL",1491.5,"1"
"5566","901",NA,0,NA
"5567","132",NA,0,NA
"5568","101","OIL",2368,"2"
"5569","017","OIL",2336,"2"
"5570","101",NA,4200,"2"
"5571","101","OIL",2098,"1"
"5572","911",NA,0,NA
"5573","101","OIL",1650.4,"2"
"5574","101","OIL",1573.5,"1T"
"5575","101","OIL",1964,"1"
"5576","101","OIL",1690,"1H"
"5577","101","OIL",1347.2,"1H"
"5578","930",NA,0,NA
"5579","130",NA,0,NA
"5580","101","OIL",2548,"1T"
"5581","101","OIL",2037,"2"
"5582","930",NA,0,NA
"5583","101","ELECTRIC",1343,"1"
"5584","101","ELECTRIC",960,"1"
"5585","101","ELECTRIC",905,"1"
