"","USECODE","FUELTYPE","AREASQ","STORYHEIGHT"
"3663","102","ELECTRIC",413,"1"
"3664","102","ELECTRIC",723,"1"
"3665","102","ELECTRIC",723,"1"
"3666","102","ELECTRIC",723,"1"
"3667","102","ELECTRIC",723,"1"
"3668","101","GAS",1701.92,"1"
"3669","102","ELECTRIC",717,"2"
"3670","102","ELECTRIC",413,"1"
"3671","102","ELECTRIC",723,"1"
"3672","102","ELECTRIC",723,"1"
"3673","102","ELECTRIC",723,"1"
"3674","102","ELECTRIC",723,"1"
"3675","102","ELECTRIC",717,"2"
"3676","102","ELECTRIC",413,"1"
"3677","102","ELECTRIC",723,"1"
"3678","102","ELECTRIC",723,"1"
"3679","102","ELECTRIC",723,"1"
"3680","102","ELECTRIC",723,"1"
"3681","102","ELECTRIC",717,"2"
"3682","102","ELECTRIC",413,"1"
"3683","102","ELECTRIC",723,"1"
"3684","102","ELECTRIC",723,"1"
"3685","102","ELECTRIC",723,"1"
"3686","102","ELECTRIC",723,"1"
"3687","101","OIL",1600,"1H"
"3688","102","ELECTRIC",720,"2"
"3689","102","ELECTRIC",720,"2"
"3690","102","ELECTRIC",413,"2"
"3691","102","ELECTRIC",945,"3"
"3692","102","ELECTRIC",938,"3"
"3693","102","ELECTRIC",945,"3"
"3694","102","ELECTRIC",938,"3"
"3695","102","ELECTRIC",912,"3"
"3696","102","ELECTRIC",912,"3"
"3697","102","ELECTRIC",912,"3"
"3698","102","ELECTRIC",912,"3"
"3699","102","ELECTRIC",915,"3"
"3700","102","ELECTRIC",915,"3"
"3701","102","ELECTRIC",915,"3"
"3702","102","ELECTRIC",915,"3"
"3703","102","ELECTRIC",945,"3"
"3704","102","ELECTRIC",945,"3"
"3705","102","ELECTRIC",945,"3"
"3706","102","ELECTRIC",945,"3"
"3707","102","ELECTRIC",912,"3"
"3708","102","ELECTRIC",912,"3"
"3709","102","ELECTRIC",912,"3"
"3710","102","ELECTRIC",912,"3"
"3711","102","ELECTRIC",915,"3"
"3712","102","ELECTRIC",915,"3"
"3713","102","ELECTRIC",915,"3"
"3714","102","ELECTRIC",915,"1"
"3715","102","ELECTRIC",945,"3"
"3716","102","ELECTRIC",945,"3"
"3717","102","ELECTRIC",945,"3"
"3718","102","ELECTRIC",945,"3"
"3719","102","ELECTRIC",912,"3"
"3720","102","ELECTRIC",912,"3"
"3721","102","ELECTRIC",912,"3"
"3722","102","ELECTRIC",912,"3"
"3723","102","ELECTRIC",915,"3"
"3724","102","ELECTRIC",915,"3"
"3725","102","ELECTRIC",915,"3"
"3726","102","ELECTRIC",915,"3"
"3727","101","OIL",1716.8,"1H"
"3728","102","ELECTRIC",945,"3"
"3729","102","ELECTRIC",938,"3"
"3730","102","ELECTRIC",945,"3"
"3731","102","ELECTRIC",945,"3"
"3732","102","ELECTRIC",912,"3"
"3733","102","ELECTRIC",912,"3"
"3734","102","ELECTRIC",912,"3"
"3735","102","ELECTRIC",912,"3"
"3736","102","ELECTRIC",915,"3"
"3737","102","ELECTRIC",915,"3"
"3738","102","ELECTRIC",915,"3"
"3739","102","ELECTRIC",915,"3"
"3740","102","ELECTRIC",945,"2"
"3741","102","ELECTRIC",938,"2"
"3742","102","ELECTRIC",945,"2"
"3743","102","ELECTRIC",945,"2"
"3744","102","ELECTRIC",912,"2"
"3745","102","ELECTRIC",912,"2"
"3746","102","ELECTRIC",912,"2"
"3747","102","ELECTRIC",912,"2"
"3748","102","ELECTRIC",915,"2"
"3749","102","ELECTRIC",915,"2"
"3750","102","ELECTRIC",915,"2"
"3751","102","ELECTRIC",915,"2"
"3752","102","ELECTRIC",945,"2"
"3753","102","ELECTRIC",945,"2"
"3754","102","ELECTRIC",945,"2"
"3755","102","ELECTRIC",945,"2"
"3756","102","ELECTRIC",912,"2"
"3757","102","ELECTRIC",912,"2"
"3758","102","ELECTRIC",912,"2"
"3759","102","ELECTRIC",912,"2"
"3760","102","ELECTRIC",915,"2"
"3761","102","ELECTRIC",915,"2"
"3762","102","ELECTRIC",915,"2"
"3763","102","ELECTRIC",915,"2"
"3764","101","OIL",1612.8,"1H"
"3765","102","ELECTRIC",945,"3"
"3766","102","ELECTRIC",945,"3"
"3767","102","ELECTRIC",945,"3"
"3768","102","ELECTRIC",945,"3"
"3769","102","ELECTRIC",912,"3"
"3770","102","ELECTRIC",912,"3"
"3771","102","ELECTRIC",912,"2"
"3772","102","ELECTRIC",912,"2"
"3773","102","ELECTRIC",915,"2"
"3774","102","ELECTRIC",915,"2"
"3775","102","ELECTRIC",915,"2"
"3776","102","ELECTRIC",915,"2"
"3777","102","ELECTRIC",945,"3"
"3778","102","ELECTRIC",945,"3"
"3779","102","ELECTRIC",945,"3"
"3780","959","ELECTRIC",938,"3"
"3781","102","ELECTRIC",912,"3"
"3782","102","ELECTRIC",912,"3"
"3783","102","ELECTRIC",1000,"3"
"3784","102","ELECTRIC",912,"3"
"3785","102","ELECTRIC",915,"3"
"3786","102","ELECTRIC",915,"3"
"3787","102","ELECTRIC",915,"3"
"3788","102","ELECTRIC",915,"3"
"3789","132",NA,0,NA
"3790","101","GAS",1056,"1"
"3791","101","GAS",1834,"1"
"3792","101","ELECTRIC",1296,"1"
"3793","101","OIL",1700,"1"
"3794","111","OIL",5880,"2"
"3795","101","GAS",1864,"1"
"3796","130",NA,0,NA
"3797","132",NA,0,NA
"3798","104","OIL",2332,"2"
"3799","101","GAS",1632,"1"
"3800","101","GAS",1641.6,"1H"
"3801","101","GAS",1411.2,"1"
"3802","101","GAS",1676,"1"
"3803","101","GAS",2206,"1"
"3804","101","OIL",1800,"1"
"3805","101","GAS",1372,"1"
"3806","101","GAS",1774.5,"1"
"3807","101","GAS",2002,"1"
"3808","101","GAS",1560,"1"
"3809","101","OIL",872,"1"
"3810","132",NA,0,NA
"3811","101","OIL",1512,"1"
"3812","101","GAS",1836,"1"
"3813","101","GAS",1456,"1"
"3814","101","GAS",2112,"1"
"3815","101","OIL",3024,"1T"
"3816","101","ELECTRIC",1581.6,"1"
"3817","101","GAS",2037.6,"1"
"3818","101","GAS",1547,"1T"
"3819","101","GAS",1466,"2"
"3820","101","GAS",1304,"1"
"3821","101","GAS",1640.8,"2"
"3822","101","GAS",2288,"1"
"3823","101","GAS",1372,"2"
"3824","101","GAS",1562,"1T"
"3825","101","GAS",1380,"1H"
"3826","101","GAS",1916.8,"1"
"3827","101","GAS",1876,"1"
"3828","101","ELECTRIC",1520.4,"1"
"3829","101","ELECTRIC",1512,"1T"
"3830","101","OIL",1272,"1"
"3831","928",NA,0,NA
"3832","923",NA,0,NA
"3833","923",NA,0,NA
"3834","923",NA,0,NA
"3835","923",NA,0,NA
"3836","132",NA,0,NA
"3837","132",NA,0,NA
"3838","132",NA,0,NA
"3839","132",NA,0,NA
"3840","101","OIL",1488,"1"
"3841","104","OIL",1828,"1"
"3842","101","ELECTRIC",1830.5,"1"
"3843","101","OIL",1607.2,"1T"
"3844","106",NA,0,NA
"3845","101","OIL",1638,"1T"
"3846","132",NA,0,NA
"3847","101","OIL",1512,"1T"
"3848","101","GAS",1242,"1"
"3849","101","GAS",1605,"1H"
"3850","101","ELECTRIC",1406.8,"1"
"3851","101","OIL",1556.8,"1H"
"3852","101","OIL",2652,"1"
"3853","101","OIL",1896,"2"
"3854","132",NA,0,NA
"3855","101","GAS",1067.2,"1H"
"3856","101","GAS",592,"1A"
"3857","101","GAS",1190,"1"
"3858","101","GAS",853,"1T"
"3859","101","ELECTRIC",984,"1"
"3860","132",NA,0,NA
"3861","132",NA,0,NA
"3862","132",NA,0,NA
"3863","101","OIL",1153,"1T"
"3864","101","OIL",1069,"1"
"3865","132",NA,0,NA
"3866","132",NA,0,NA
"3867","132",NA,0,NA
"3868","101","GAS",1641,"1"
"3869","101","GAS",1228.8,"1H"
"3870","132",NA,0,NA
"3871","923",NA,0,NA
"3872","132",NA,0,NA
"3873","101","OIL",1014,"1"
"3874","101","GAS",1310,"1"
"3875","101","GAS",1801.8,"1H"
"3876","101","OIL",1200,"1"
"3877","101","GAS",1092,"1"
"3878","132",NA,0,NA
"3879","101","OIL",1546,"2"
"3880","132",NA,0,NA
"3881","923",NA,0,NA
"3882","101","ELECTRIC",1680,"1"
"3883","101","OIL",1036,"1"
"3884","101","OIL",2040,"1"
"3885","101","OIL",1008,"1"
"3886","101","GAS",3612,"1"
"3887","101","GAS",1320,"1"
"3888","132",NA,0,NA
"3889","132",NA,0,NA
"3890","132",NA,0,NA
"3891","101","OIL",1747.5,"1"
"3892","923",NA,0,NA
"3893","101","GAS",2168,"2"
"3894","101","GAS",1236,"1"
"3895","101","OIL",1026,"1"
"3896","101","OIL",1953,"1"
"3897","101","OIL",1326,"1"
"3898","132",NA,0,NA
"3899","132",NA,0,NA
"3900","101","GAS",1781.6,"1"
"3901","101","ELECTRIC",1456,"1"
"3902","101","GAS",2592,"1H"
"3903","923",NA,0,NA
"3904","101","OIL",1044,"1"
"3905","132",NA,0,NA
"3906","101","GAS",1398,"1"
"3907","101","GAS",1886.4,"1"
"3908","101","GAS",1467.2,"1"
"3909","101","GAS",1528.8,"1"
"3910","101","GAS",1056,"1"
"3911","101","GAS",1731,"1"
"3912","101","GAS",1444,"1"
"3913","101","GAS",1466,"1"
"3914","928","OIL",1111,"1A"
"3915","101","GAS",1722,"1"
"3916","101","GAS",1716.4,"1"
"3917","924",NA,0,NA
"3918","101","GAS",1152,"1"
"3919","101","GAS",1747.2,"1H"
"3920","101","GAS",1176,"1"
"3921","101","GAS",2004,"1"
"3922","101","ELECTRIC",1372.8,"1H"
"3923","101","GAS",1980,"1"
"3924","101","OIL",1977.75,"1T"
"3925","101","GAS",2030.4,"1H"
"3926","101","GAS",1983.6,"1H"
"3927","130",NA,0,NA
"3928","101","GAS",1350,"1"
"3929","101","GAS",1512,"1"
"3930","101","GAS",1400,"1"
"3931","101","GAS",2064,"1"
"3932","101","OIL",2480,"1"
"3933","101","GAS",864,"1"
"3934","101","GAS",1246,"1"
"3935","101","ELECTRIC",1566.4,"1"
"3936","101","ELECTRIC",1248,"1"
"3937","130",NA,0,NA
"3938","101","OIL",1716,"1"
"3939","101","OIL",1512,"1T"
"3940","101","GAS",1000,"1"
"3941","101","GAS",1932,"1"
"3942","101","GAS",1480,"1"
"3943","101","GAS",1296,"1"
"3944","101","OIL",1720,"1"
"3945","101","GAS",2208,"1"
"3946","101","OIL",2589,"1"
"3947","101","OIL",1716,"1"
"3948","101","GAS",880,"1"
"3949","101","GAS",2553.2,"1H"
"3950","101","GAS",1442,"1"
"3951","101","GAS",1560,"1"
"3952","101","GAS",1232,"1"
"3953","101","GAS",1305,"1"
"3954","101","GAS",1344,"1"
"3955","101","GAS",2074,"1"
"3956","101","GAS",1491,"1"
"3957","132",NA,0,NA
"3958","101","GAS",2139.2,"1"
"3959","101","GAS",1578,"1"
"3960","101","GAS",2235.6,"1"
"3961","101","GAS",1232,"1"
"3962","101","GAS",2284.8,"1"
"3963","101","OIL",1276.8,"1"
"3964","101","GAS",1132,"1"
"3965","101","GAS",1960,"1"
"3966","101","GAS",1136,"1"
"3967","101","GAS",1808.4,"1"
"3968","101","GAS",1460,"1"
"3969","101","GAS",1264,"1"
"3970","101","OIL",1314.8,"1"
"3971","101","GAS",1408,"1"
"3972","101","GAS",1200,"1"
"3973","101","OIL",1577,"1"
"3974","101","GAS",1750,"1"
"3975","101","GAS",2748,"2"
"3976","101","GAS",1968.4,"1"
"3977","101","GAS",1726,"1"
"3978","101","ELECTRIC",2032,"1"
"3979","101","GAS",1646.4,"1"
"3980","101","GAS",2486,"1"
"3981","132",NA,0,NA
"3982","101","ELECTRIC",1972.8,"1"
"3983","132",NA,0,NA
"3984","132",NA,0,NA
"3985","101","GAS",2046.8,"1"
"3986","101","GAS",2048,"1"
"3987","132",NA,0,NA
"3988","101","GAS",1550,"1"
"3989","101","GAS",1056,"1"
"3990","101","OIL",2788.03,"1"
"3991","101","GAS",1584,"1"
"3992","101","GAS",1938,"1"
"3993","101","GAS",1408,"1"
"3994","101","GAS",1914.8,"1T"
"3995","101","GAS",1584,"1"
"3996","132",NA,0,NA
"3997","132",NA,0,NA
"3998","101","GAS",1080,"1"
"3999","101","GAS",1362.4,"1H"
"4000","101","GAS",1843.2,"1H"
"4001","101","GAS",1926.4,"1"
"4002","101","GAS",1778,"1T"
"4003","101","GAS",1698,"1"
"4004","101","OIL",2275.2,"1"
"4005","104","GAS",1905.75,"1T"
"4006","130",NA,0,NA
"4007","101","OIL",1747.2,"1H"
"4008","101","OIL",850.5,"1T"
"4009","101","ELECTRIC",1920,"1"
"4010","104","OIL",2460,"2"
"4011","101","OIL",1040,"1"
"4012","104","OIL",1820,"2A"
"4013","101","GAS",741,"1"
"4014","132",NA,0,NA
"4015","101","GAS",1746,"1T"
"4016","101","OIL",986,"1"
"4017","101","OIL",1691.2,"1H"
"4018","101","OIL",1501.5,"1T"
"4019","101","OIL",1056,"1"
"4020","101","OIL",908,"1"
"4021","101","OIL",1298,"1"
"4022","130",NA,0,NA
"4023","101","GAS",1196,"1"
"4024","101","OIL",1659,"1"
"4025","130",NA,0,NA
"4026","132",NA,0,NA
"4027","101","OIL",1979.2,"1"
"4028","101","ELECTRIC",1803.2,"1"
"4029","101","OIL",1152,"1"
"4030","101","GAS",1678.3,"1"
"4031","927",NA,0,NA
"4032","101","GAS",910,"1H"
"4033","101","OIL",1644,"1"
"4034","101","OIL",1689.6,"1"
"4035","101","OIL",960,"1T"
"4036","101","OIL",1060.8,"1"
"4037","101","GAS",3024,"1"
"4038","101","GAS",1813,"1T"
"4039","106",NA,0,NA
"4040","101","GAS",985.6,"1H"
"4041","101","GAS",1834,"1"
"4042","101","OIL",1296,"1"
"4043","101","GAS",1824,"1"
"4044","101","GAS",784,"1"
"4045","101","ELECTRIC",1276.8,"1"
"4046","101","ELECTRIC",912,"1"
"4047","101","ELECTRIC",2178,"1H"
"4048","101","GAS",1106,"1T"
"4049","101","ELECTRIC",1917.6,"1H"
"4050","101","OIL",1651.5,"1"
"4051","101","GAS",1484,"2"
"4052","101","OIL",1528,"1H"
"4053","101","GAS",1478.75,"1T"
"4054","101","OIL",1692.8,"1T"
"4055","101","GAS",1298,"2"
"4056","101","GAS",1168.02,"1A"
"4057","101","ELECTRIC",1954.8,"1"
"4058","101","GAS",1160,"1"
"4059","101","GAS",1000,"1"
"4060","101","GAS",1048,"1"
"4061","101","GAS",1176,"1"
"4062","101","OIL",1428.2,"1H"
"4063","101","OIL",2210.76,"1H"
"4064","101","GAS",1979.6,"1"
"4065","101","OIL",1080,"1"
"4066","101","OIL",2082.5,"2"
"4067","101","GAS",1440,"1"
"4068","101","OIL",1285.2,"1A"
"4069","101","OIL",1542.8,"1"
"4070","101","GAS",1453,"1T"
"4071","101","GAS",1293,"1"
"4072","104","OIL",1647.5,"1T"
"4073","132",NA,0,NA
"4074","101","ELECTRIC",1886.5,"1"
"4075","101","GAS",1504.8,"1"
"4076","101","GAS",1442.5,"1"
"4077","101","GAS",2340,"1"
"4078","101","GAS",1092,"1"
"4079","101","GAS",3054,"1"
"4080","104","OIL",2274,"2"
"4081","101","GAS",1746.4,"1"
"4082","101","GAS",2439.2,"2"
"4083","101","GAS",1048,"1"
"4084","101","GAS",1048,"1"
"4085","101","ELECTRIC",1620,"1"
"4086","101","GAS",1814.4,"1"
"4087","101","GAS",1216,"1"
"4088","101","ELECTRIC",1560,"1"
"4089","101","GAS",2115,"2"
"4090","101","GAS",1478.4,"1"
"4091","101","GAS",1254,"1"
"4092","101","GAS",1848,"1"
"4093","101","GAS",1310.4,"1"
"4094","101","GAS",1036,"1"
"4095","101","GAS",1008,"1"
"4096","101","GAS",1839.55,"2"
"4097","101","GAS",1728,"1H"
"4098","101","GAS",1440,"1"
"4099","101","GAS",1107.2,"1H"
"4100","101","GAS",2066.4,"1H"
"4101","101","GAS",1180,"1"
"4102","101","GAS",1382.4,"1H"
"4103","101","GAS",1440,"1"
"4104","101","ELECTRIC",1382.4,"1H"
"4105","101","GAS",960,"1"
"4106","101","GAS",1466.4,"1H"
"4107","101","GAS",1200,"1"
"4108","101","GAS",1680,"1"
"4109","101","GAS",960,"1"
"4110","101","ELECTRIC",1065,"1"
"4111","101","OIL",1728,"1H"
"4112","101","GAS",1200,"1"
"4113","101","GAS",1808,"1"
"4114","101","GAS",1764,"2"
"4115","101","OIL",1359.2,"1H"
"4116","101","GAS",1056,"1"
"4117","101","GAS",1152,"1"
"4118","101","GAS",1104,"1"
"4119","101","GAS",1248,"1"
"4120","101","GAS",1128,"1"
"4121","101","GAS",1713.6,"1H"
"4122","101","GAS",1440,"1"
"4123","101","GAS",1200,"1"
"4124","101","GAS",960,"1"
"4125","101","GAS",960,"1"
"4126","101","GAS",1090,"1"
"4127","101","GAS",1924,"1"
"4128","101","GAS",1920,"1"
"4129","101","GAS",1260,"1"
"4130","101","GAS",1920,"1"
"4131","101","GAS",1518.4,"1H"
"4132","101","ELECTRIC",1490,"1"
"4133","101","GAS",864,"1"
"4134","101","OIL",1180,"1"
"4135","101","GAS",1440,"1"
"4136","101","GAS",1628,"1"
"4137","101","OIL",960,"1"
"4138","101","GAS",1728,"1"
"4139","101","GAS",960,"1"
"4140","101","GAS",1536,"1"
"4141","101","GAS",1560,"1"
"4142","101","GAS",960,"1"
"4143","101","GAS",2024,"2"
"4144","101","GAS",1152,"1"
"4145","101","GAS",960,"1"
"4146","101","GAS",960,"1"
"4147","101","GAS",960,"1"
"4148","101","GAS",960,"1"
"4149","101","GAS",921.6,"1"
"4150","101","GAS",960,"1"
"4151","101","GAS",1296,"1"
"4152","101","GAS",1440,"1"
"4153","101","GAS",1440,"1"
"4154","101","GAS",1440,"1"
"4155","101","GAS",960,"1"
"4156","101","GAS",1248,"1"
"4157","101","GAS",768,"1"
"4158","101","GAS",1440,"1"
"4159","101","GAS",1420,"1"
"4160","101","GAS",1200,"1"
"4161","101","GAS",1344,"1"
"4162","101","GAS",936,"1"
"4163","101","OIL",960,"1"
"4164","101","GAS",960,"1"
"4165","101","GAS",960,"1"
"4166","101","GAS",1736,"1"
"4167","101","GAS",1264,"1"
"4168","101","GAS",1671,"1"
"4169","101","GAS",1440,"1"
"4170","101","GAS",1248,"1"
"4171","101","GAS",960,"1"
"4172","101","GAS",960,"1"
"4173","101","GAS",1440,"1"
"4174","101","GAS",1440,"1"
"4175","101","GAS",960,"1"
"4176","101","GAS",1056,"1"
"4177","101","GAS",1176,"1"
"4178","101","OIL",1252,"1"
"4179","101","GAS",960,"1"
"4180","101","GAS",1728,"1H"
"4181","101","GAS",1382.4,"1H"
"4182","101","GAS",1382.4,"1H"
"4183","101","GAS",864,"1"
"4184","101","GAS",1656,"1"
"4185","101","GAS",960,"1"
"4186","101","OIL",2240,"1"
"4187","101","GAS",1056,"1"
"4188","101","OIL",1008,"1"
"4189","101","GAS",1827,"1"
"4190","101","OIL",1288,"1"
"4191","101","GAS",1542,"1"
"4192","101","GAS",2610,"1"
"4193","101","OIL",1830,"1"
"4194","101","OIL",2280.75,"1A"
"4195","101","GAS",2745,"1"
"4196","101","OIL",2245.6,"1"
"4197","101","GAS",1512,"1"
"4198","132",NA,0,NA
"4199","101","GAS",2598.4,"1"
"4200","101","GAS",2352,"1"
"4201","101","GAS",2247.75,"1A"
"4202","101","GAS",1522.5,"1"
"4203","101","GAS",1200,"1"
"4204","101","GAS",2288,"1"
"4205","101","GAS",1638,"1T"
"4206","101","GAS",1250,"1"
"4207","132",NA,0,NA
"4208","101","ELECTRIC",2688,"1"
"4209","132",NA,0,NA
"4210","132",NA,0,NA
"4211","132",NA,0,NA
"4212","132",NA,0,NA
"4213","132",NA,0,NA
"4214","132",NA,0,NA
"4215","101","OIL",1346,"1"
"4216","101","GAS",1952,"1"
"4217","101","GAS",1320,"1"
"4218","101","GAS",1382.4,"1H"
"4219","101","GAS",1376.2,"1H"
"4220","101","GAS",1804.2,"1"
"4221","101","GAS",1235,"1"
"4222","101","GAS",1320,"1"
"4223","101","GAS",2240,"1"
"4224","101","GAS",1440,"1"
"4225","101","GAS",2128,"1"
"4226","101","GAS",1398,"1"
"4227","101","OIL",1248,"1"
"4228","101","GAS",1900.8,"1H"
"4229","101","GAS",768,"1"
"4230","101","GAS",960,"1"
"4231","132",NA,0,NA
"4232","101","GAS",1152,"1"
"4233","101","GAS",1344,"1"
"4234","101","GAS",1440,"1"
"4235","101","GAS",1728,"1H"
"4236","101","GAS",960,"1"
"4237","101","GAS",1503,"1"
"4238","101","GAS",1332,"1"
"4239","101","GAS",960,"1"
"4240","101","GAS",1344,"1"
"4241","101","GAS",960,"1"
"4242","101","GAS",1456,"1"
"4243","101","GAS",1296,"1"
"4244","323","OIL",33566.3,"1"
"4245","326",NA,0,NA
"4246","101","GAS",1056,"1"
"4247","101","GAS",1305,"1"
"4248","101","ELECTRIC",1228.8,"1"
"4249","101","GAS",2190,"1"
"4250","101","OIL",1560,"1"
"4251","132",NA,0,NA
"4252","101","GAS",1680,"1T"
"4253","101","GAS",1549.75,"1"
"4254","130",NA,0,NA
"4255","130",NA,0,NA
"4256","101","GAS",1459.2,"1H"
"4257","101","OIL",1598.4,"1H"
"4258","101","OIL",1728,"1H"
"4259","101","GAS",1120,"1"
"4260","101","GAS",2294.2,"1T"
"4261","101","GAS",1597,"1"
"4262","101","GAS",1915.2,"1H"
"4263","132",NA,0,NA
"4264","101","GAS",2048,"1H"
"4265","101","GAS",2328,"1T"
"4266","101","OIL",1415,"1"
"4267","101","GAS",1728,"1"
"4268","101","OIL",1440,"1"
"4269","101","OIL",1440,"1"
"4270","101","GAS",1056,"1"
"4271","101","OIL",912,"1"
"4272","101","GAS",1589,"1"
"4273","101","GAS",1833.6,"1"
"4274","930",NA,0,NA
"4275","132",NA,0,NA
"4276","101","GAS",1528.8,"1"
"4277","101","OIL",1132,"1"
"4278","101","GAS",988,"1"
"4279","101","GAS",1344,"1"
"4280","101","OIL",988,"1"
"4281","101","OIL",1568,"2"
"4282","101","OIL",1349.6,"1H"
"4283","340","GAS",2250,"1"
"4284","101","GAS",1248,"1"
"4285","101","GAS",1320,"1"
"4286","101","GAS",1664,"1"
"4287","101","GAS",1512,"1T"
"4288","101","GAS",1913.6,"1"
"4289","101","GAS",1664,"1"
"4290","101","GAS",1440,"1"
"4291","101","GAS",1040,"1"
"4292","101","OIL",1981,"1"
"4293","101","OIL",1479.6,"1T"
"4294","101","GAS",1612.8,"2"
"4295","101","GAS",1056,"1"
"4296","101","GAS",1278,"1"
"4297","101","GAS",1560,"1"
"4298","101","OIL",1664,"1"
"4299","101","OIL",936,"1"
"4300","101","OIL",936,"1"
"4301","101","GAS",960,"1"
"4302","101","GAS",1074,"1"
"4303","101","OIL",1820,"1"
"4304","101","OIL",1040,"1"
"4305","132",NA,0,NA
"4306","101","GAS",4980.5,"1"
"4307","101","OIL",1656,"1"
"4308","101","OIL",1440,"1"
"4309","101","GAS",936,"1"
"4310","101","OIL",936,"1"
"4311","101","GAS",2368,"1"
"4312","101","GAS",1104,"1"
"4313","101","OIL",1820.8,"1"
"4314","101","GAS",1064,"1"
"4315","101","GAS",2016,"1"
"4316","101","GAS",1353.6,"1"
"4317","104","GAS",2758.5,"2A"
"4318","101","GAS",1092,"1"
"4319","101","GAS",1476,"1"
"4320","101","GAS",1176,"1"
"4321","101","GAS",1036.8,"1"
"4322","101","GAS",936,"1"
"4323","101","OIL",1015,"1"
"4324","101","OIL",975,"1"
"4325","101","OIL",1000,"1"
"4326","101","OIL",669,"1"
"4327","101","OIL",1110.5,"1"
"4328","101","GAS",1248,"1"
"4329","101","GAS",1344,"1"
"4330","101","GAS",960,"1"
"4331","101","OIL",1248,"1"
"4332","101","GAS",1360,"1"
"4333","101","GAS",1512,"1"
"4334","101","GAS",768,"1"
"4335","101","GAS",1248,"1"
"4336","101","GAS",1404,"1"
"4337","101","GAS",960,"1"
"4338","101","GAS",1632,"1"
"4339","101","GAS",1108,"1"
"4340","101","GAS",2070,"1"
"4341","101","GAS",1200,"1"
"4342","101","GAS",1584,"1"
"4343","101","GAS",908,"1"
"4344","101","GAS",960,"1"
"4345","101","GAS",1638,"1"
"4346","101","GAS",960,"1"
"4347","101","GAS",1344,"1"
"4348","101","GAS",960,"1"
"4349","101","GAS",960,"1"
"4350","101","GAS",1560,"1"
"4351","101","GAS",1440,"1"
"4352","101","GAS",1747.2,"1"
"4353","959","GAS",1536,"1"
"4354","101","GAS",960,"1"
"4355","101","GAS",1344,"1"
"4356","101","GAS",1488,"1"
"4357","101","OIL",768,"1"
"4358","101","GAS",1344,"1"
"4359","931",NA,0,NA
"4360","101","GAS",1344,"1"
"4361","101","GAS",1784,"1"
"4362","101","GAS",1272,"1"
"4363","101","GAS",1308,"1"
"4364","101","GAS",960,"1"
"4365","101","GAS",1560,"1"
"4366","101","GAS",2090.75,"1"
"4367","101","GAS",1218,"1"
"4368","132",NA,0,NA
"4369","101","OIL",1554,"1"
"4370","101","GAS",2114,"1"
"4371","101","OIL",828,"1"
"4372","101","OIL",945,"1"
"4373","101","OIL",888,"1"
"4374","101","GAS",864,"1"
"4375","101","GAS",1605,"2"
"4376","101","GAS",882,"1"
"4377","101","OIL",828,"1"
"4378","101","OIL",883,"1"
"4379","101","GAS",1164,"1"
"4380","101","GAS",2035.2,"1"
"4381","101","GAS",1194,"1"
"4382","101","OIL",837,"1"
"4383","101","OIL",1340,"1"
"4384","101","GAS",2254,"2"
"4385","101","OIL",848,"1"
"4386","101","OIL",867,"1"
"4387","101","GAS",766,"1A"
"4388","101","OIL",1280.25,"1"
"4389","101","OIL",672,"1"
"4390","101","OIL",867,"1"
"4391","101","OIL",1200,"1T"
"4392","101","GAS",940.8,"1"
"4393","101","GAS",1566,"2"
"4394","101","OIL",840,"1"
"4395","101","OIL",736,"1"
"4396","101","OIL",1044,"1"
"4397","101","OIL",816,"1"
"4398","101","GAS",864,"1"
"4399","101","OIL",768,"1"
"4400","101","GAS",1050,"1"
"4401","101","GAS",1550.4,"1"
"4402","930",NA,0,NA
"4403","132",NA,0,NA
"4404","101","OIL",1862.4,"1"
"4405","101","OIL",1030,"1"
"4406","101","GAS",1704,"1"
"4407","101","OIL",2956.2,"1H"
"4408","101","OIL",1112,"1"
"4409","101","OIL",1512,"1T"
"4410","101","GAS",1680,"1"
"4411","101","GAS",1758.4,"1H"
"4412","101","GAS",832,"1"
"4413","101","GAS",2137.5,"1T"
"4414","101","GAS",1248,"1"
"4415","101","GAS",1740,"1"
"4416","101","OIL",1344,"1T"
"4417","101","OIL",1970,"1"
"4418","101","GAS",2136,"1"
"4419","101","GAS",1631.5,"1T"
"4420","101","GAS",3356.5,"1"
"4421","101","GAS",1656,"1"
"4422","101","GAS",1212.5,"1"
"4423","101","GAS",1689.6,"1"
"4424","101","ELECTRIC",1056,"1"
"4425","101","ELECTRIC",1056,"1"
"4426","930",NA,0,NA
"4427","101","GAS",2002,"1"
"4428","101","GAS",1696,"1"
"4429","101","OIL",1040,"1"
"4430","101","GAS",1004,"1"
"4431","101","GAS",1560,"1"
"4432","101","OIL",2080,"1"
"4433","101","GAS",1120,"1"
"4434","101","GAS",1440,"1"
"4435","101","GAS",1718,"1"
"4436","959","OIL",1728,"1"
"4437","101","GAS",1176,"1"
"4438","101","GAS",1464,"1"
"4439","101","GAS",1754,"1"
"4440","101","GAS",1144,"1"
"4441","101","GAS",1736,"1"
"4442","101","GAS",864,"1"
"4443","972",NA,0,NA
"4444","101","OIL",2282.4,"1"
"4445","101","GAS",1635.2,"1"
"4446","101","GAS",1677,"1"
"4447","101","GAS",1444,"1"
"4448","101","GAS",2457,"1"
"4449","101","GAS",2619.2,"1"
"4450","930",NA,0,NA
"4451","101","OIL",616,"1"
