USECODE,STORYHEIGHT,FUELTYPE,AREASQ
102,2,ELECTRIC,1639
102,2,GAS,1608
102,2,ELECTRIC,1644.5
102,1H,GAS,1861
102,2,GAS,1608
102,2,ELECTRIC,1651.5
102,2,ELECTRIC,1452
102,2,GAS,1608
102,2,ELECTRIC,1360.3
102,2,GAS,2075.8
102,2,GAS,1617
102,2,ELECTRIC,1637
102,2,GAS,1422
102,2,ELECTRIC,1444
102,2,OIL,1797.5
102,1H,ELECTRIC,1881
102,2,ELECTRIC,1555.8
102,2,ELECTRIC,1190
102,1H,ELECTRIC,1912
102,2,GAS,1967.75
102,2,GAS,1621.5
102,2,GAS,1598
102,1,GAS,1096
102,1H,GAS,1911
102,1,GAS,1088
102,1,GAS,1091
102,1H,GAS,2077
102,1,GAS,1082
102,2,GAS,1889.55
102,2,GAS,1621.5
102,2,OIL,1170
102,2,ELECTRIC,1173
102,2,GAS,1169
102,2,ELECTRIC,1538.95
102,2,GAS,1963.2
102,2,ELECTRIC,1169
102,2,ELECTRIC,1453
102,2,GAS,1621.5
102,2,ELECTRIC,1884
102,2,GAS,1611
102,2,GAS,1854
102,2,GAS,1616
102,2,GAS,1932
102,1,GAS,1096
102,1T,GAS,1981
102,1,GAS,1088
102,2,GAS,1966.5
102,1,GAS,1091
102,2,ELECTRIC,2267
102,1,GAS,1082
102,1H,OIL,2736
102,2,GAS,2089
102,1T,OIL,2525
102,1H,GAS,1872
102,2,GAS,2089
102,2,GAS,2168
102,1,GAS,1091
102,2,ELECTRIC,1604.35
102,1,GAS,1082
102,2,GAS,1973
102,1,GAS,1096
102,2,OIL,2050.3
102,1,GAS,1088
102,1H,ELECTRIC,2768.8
102,2,GAS,1616
102,1H,GAS,1927
102,2,GAS,1611
102,2,GAS,1930.24
102,2,GAS,1621.5
102,1H,OIL,1912
102,1H,GAS,2572.48
102,2,OIL,1945.1
102,2,ELECTRIC,2125.7
102,2,GAS,2089
102,1H,OIL,1900
102,1,GAS,1091
102,1H,ELECTRIC,2412.25
102,1,GAS,1082
102,2,ELECTRIC,1475
102,1,GAS,1096
102,1H,GAS,2412.5
102,1,GAS,1088
102,2,GAS,2161.05
102,2,GAS,1616
102,2,ELECTRIC,2115.3
102,2,GAS,1611
102,2,GAS,1970.6
102,2,GAS,1621.5
102,1H,ELECTRIC,2778.8
102,2,GAS,1754
102,2A,GAS,1258
102,2,GAS,1648
102,2,GAS,1762
102,2,GAS,1648
102,2,ELECTRIC,1024
102,2,ELECTRIC,1024
102,2,ELECTRIC,1024
102,2,ELECTRIC,1024
101,1T,GAS,1837.5
101,2,OIL,2462
101,1,GAS,1196
101,1T,OIL,1638
101,2A,GAS,2088
101,2A,OIL,1615.2
101,1H,OIL,1719
101,1T,OIL,1515
101,1H,OIL,1374
101,2,OIL,1750.2
101,1H,GAS,1074
101,1T,OIL,1778
101,1A,OIL,1420
101,1,GAS,1604
101,1,OIL,1641.6
101,2,GAS,1533
101,2,ELECTRICC,1328.8
101,2,GAS,1122
101,1,GAS,1212
101,1A,GAS,1675.14
101,1T,OIL,1508
101,1A,GAS,928.4
101,2,GAS,1634
101,1A,GAS,3627.52
101,2,OIL,2268
316,1,GAS,61380
392,,,0
326,1,GAS,6372
330,1,GAS,23282
325,2,GAS,74415.3
342,2,GAS,32382
101,1,OIL,1680
13,1T,OIL,1791.5
101,1,OIL,816
337,,,0
83,1,ELECTRIC,800
325,1,GAS,960
125,3,GAS,76563
101,2A,OIL,2497.5
132,,,0
101,1,OIL,1672.8
101,1,OIL,972
101,2,OIL,2924
101,1,GAS,1749.6
101,1,GAS,1464
101,1,OIL,1173
924,,,0
105,2A,GAS,3193.15
101,1A,OIL,1558.96
111,2A,OIL,5093.5
111,2,GAS,5728
101,2,OIL,2136
105,2T,GAS,3811.1
13,2A,OIL,4580
960,1,GAS,10059
961,2A,GAS,6416
960,,,0
31,2,GAS,8238.5
341,2,GAS,23460
900,1,OIL,5816
111,2A,OIL,3444.4
111,2H,OIL,3538
105,2T,OIL,3187.7
101,2A,OIL,1699.8
101,2,GAS,1396
101,2A,OIL,2058.4
101,2,GAS,2264.4
101,2,OIL,1517.75
101,2A,GAS,3120.2
101,1T,GAS,2298
101,2,GAS,1810
101,2,GAS,1660.6
101,1,GAS,1818.7
101,2A,OIL,2382.8
101,1T,OIL,1737.6
101,1H,OIL,1338
101,1T,GAS,1218
101,1T,OIL,1744
101,1T,GAS,1884
101,1,OIL,1833
101,1,GAS,1112
101,2,GAS,2411
101,1T,GAS,1344
101,1H,OIL,1651.2
101,1H,OIL,1365
101,1T,OIL,1800
101,1T,OIL,1773.5
101,1H,OIL,1338
101,1H,ELECTRIC,1736.5
101,1T,GAS,1547
101,1T,GAS,1464
101,1T,OIL,1078
101,1H,OIL,1170
101,1,OIL,2015
101,1T,OIL,1783.2
101,1,GAS,1475
101,2,OIL,1840
101,1,OIL,1100
101,1T,GAS,1980
101,1H,GAS,1639
101,2A,GAS,2164.8
101,1T,OIL,1260
101,1A,OIL,1581
101,2A,OIL,2353
101,2,OIL,1812
104,1T,OIL,2235.5
101,1T,OIL,1677.5
101,2A,GAS,1519
104,2T,GAS,2439.5
101,2A,OIL,1430
105,2A,OIL,3595.75
101,2A,OIL,1700
101,2A,OIL,2043.4
934,3,OIL,142400
101,1H,GAS,1162.5
101,1T,GAS,1512
101,1H,OIL,1060.8
932,,,0
101,1T,OIL,2020.8
101,1H,GAS,1491.2
101,2,OIL,2477
101,2,OIL,2468
101,2A,OIL,2244
101,1,OIL,1284
101,1,OIL,1104
101,1,OIL,1248
112,5,GAS,86735
344,3,GAS,19000
102,2A,GAS,1000
102,1,GAS,1450
954,1,GAS,4730
102,2A,GAS,943
102,1,GAS,819
102,2A,GAS,1024
102,1,GAS,1269
102,1,GAS,1238
101,2,GAS,2432
132,,,0
101,1,OIL,1787
101,1H,GAS,1470
104,2A,OIL,2324.5
101,2,GAS,3177.6
101,2,GAS,1740
101,1,GAS,840
101,1,GAS,1812
101,2,OIL,1637
101,1,OIL,775
101,2,GAS,1808
132,,,0
101,1T,OIL,1822
930,,,0
132,,,0
132,,,0
132,,,0
930,,,0
101,2,GAS,2132
340,3,GAS,64091
114,3,GAS,96810
344,1,GAS,920
344,1,GAS,942
344,1,GAS,912
344,1,GAS,942
344,1,GAS,946
344,1,GAS,926
344,1,GAS,946
344,1,GAS,926
344,1,GAS,922
344,1,GAS,945
344,1,GAS,922
344,1,GAS,945
344,1,GAS,946
344,1,GAS,921
344,1,GAS,946
344,1,GAS,921
344,1,GAS,1036
344,1,GAS,1053
344,1,GAS,1034
344,1,GAS,1053
344,1,GAS,1043
344,1,GAS,1045
344,1,GAS,1043
344,1,GAS,1045
344,1,GAS,1057
344,1,GAS,1053
344,1,GAS,1057
344,1,GAS,1053
344,1,GAS,1053
344,1,GAS,1033
344,1,GAS,1053
344,1,GAS,1033
344,1,GAS,922
344,1,GAS,946
344,1,GAS,922
344,1,GAS,946
344,1,GAS,941
344,1,GAS,942
344,1,GAS,945
344,1,GAS,945
344,1,GAS,943
344,1,GAS,921
344,1,GAS,945
344,1,GAS,920
344,1,GAS,917
344,1,GAS,947
344,1,GAS,928
344,1,GAS,949
344,1,GAS,943
344,1,GAS,943
344,1,GAS,949
344,1,GAS,949
344,1,GAS,943
344,1,GAS,943
344,1,GAS,930
344,1,GAS,876
344,1,GAS,943
344,1,GAS,925
344,1,GAS,1036
344,1,GAS,983
102,2A,ELECTRIC,1913
102,2A,ELECTRIC,1919.2
102,1,ELECTRIC,1098
102,1,ELECTRIC,1100
102,1,ELECTRIC,1098
102,1,ELECTRIC,1095
102,2A,ELECTRIC,1395.3
102,2,ELECTRIC,1742
102,2A,ELECTRIC,1857
102,2A,ELECTRIC,1249
102,2A,ELECTRIC,1937.1
102,2A,ELECTRIC,1814.4
102,2A,ELECTRIC,1601.65
102,2A,ELECTRIC,1844.25
344,1,GAS,603
344,1,GAS,630
102,2A,ELECTRIC,1246
102,2A,ELECTRIC,1249
102,2A,ELECTRIC,1245
102,2A,ELECTRIC,1245
102,2A,ELECTRIC,1334.8
102,2A,ELECTRIC,1256
102,2,ELECTRIC,1746
102,2A,ELECTRIC,1650.9
102,1,ELECTRIC,1079
102,2A,ELECTRIC,1304
102,1,ELECTRIC,1078
344,1,GAS,769
344,1,GAS,1055
344,1,GAS,1059
344,1,GAS,1047
344,1,GAS,1045
102,1,ELECTRIC,1087
102,1,ELECTRIC,1083
102,2A,ELECTRIC,1962
102,2A,ELECTRIC,1242
102,2A,ELECTRIC,1823.4
102,1T,ELECTRIC,1760
102,2A,ELECTRIC,2043.75
102,2A,ELECTRIC,1799.1
344,1,GAS,741
344,1,GAS,1256
344,1,GAS,494
344,1,GAS,1184
102,2A,ELECTRIC,2957
102,2A,ELECTRIC,1792.2
102,2A,ELECTRIC,1932.4
102,1,ELECTRIC,1083
102,1,ELECTRIC,1090
102,1,ELECTRIC,1085
344,1,GAS,770
344,1,GAS,759
344,1,GAS,720
344,1,GAS,1284
344,1,GAS,1005
344,1,GAS,942
102,2A,ELECTRIC,1493.5
102,1,ELECTRIC,1327
102,2A,ELECTRIC,1341.6
344,1,GAS,765
344,1,GAS,734
344,1,GAS,1135
344,1,GAS,852
344,1,GAS,687
344,1,GAS,701
344,1,GAS,993
344,1,GAS,935
102,2A,ELECTRIC,1581
344,1,OIL,762
344,1,GAS,750
344,1,GAS,1065
344,1,GAS,1072
344,1,GAS,861
344,1,GAS,777
344,1,GAS,1071
344,1,GAS,1051
102,2A,ELECTRIC,1295
344,1,GAS,2248
344,1,GAS,1342
344,1,GAS,776
102,2A,ELECTRIC,1941.4
102,2A,ELECTRIC,1640.9
102,2A,ELECTRIC,1777.7
102,2A,GAS,1342.7
102,2A,ELECTRIC,2995
102,2A,ELECTRIC,1955.7
344,1,GAS,769
344,1,,0
344,1,GAS,605
344,1,GAS,629
102,2A,ELECTRIC,1917
102,2A,ELECTRIC,1356.3
102,2A,ELECTRIC,1490.8
102,2A,ELECTRIC,1791.75
102,2A,ELECTRIC,1527.46
102,2A,ELECTRIC,1953.2
102,2A,ELECTRIC,1815.15
102,2A,ELECTRIC,1768.6
102,1,ELECTRIC,1098
102,1,ELECTRIC,1099
102,1,ELECTRIC,1099
102,2A,ELECTRIC,1089
102,1,ELECTRIC,1108
102,2,ELECTRIC,2248.4
102,2A,ELECTRIC,1607.4
102,2A,ELECTRIC,1760.8
102,2A,ELECTRIC,1786.5
102,2A,ELECTRIC,1785.95
102,2A,ELECTRIC,1563.86
102,2A,ELECTRIC,1637.3
102,2A,ELECTRIC,1973
102,2A,ELECTRIC,1864
102,2A,ELECTRIC,1094
102,1,ELECTRIC,1102
102,1,ELECTRIC,1107
102,1,ELECTRIC,1108
102,1,ELECTRIC,1348
102,2,ELECTRIC,2612.3
102,2A,ELECTRIC,1919.6
102,2A,ELECTRIC,1579.9
102,2A,ELECTRIC,1417.6
102,2A,ELECTRIC,1630.1
102,2A,ELECTRIC,1780.1
102,2A,ELECTRIC,1091
102,2A,ELECTRIC,1654.8
102,2,ELECTRIC,1577
102,1,ELECTRIC,1091
102,1,ELECTRIC,1047
102,1,ELECTRIC,1050
102,1,ELECTRIC,1094
102,2A,ELECTRIC,1800.93
102,2A,ELECTRIC,1243
102,2A,ELECTRIC,1759.4
102,2A,ELECTRIC,2016.7
102,2A,ELECTRIC,1103
102,2A,ELECTRIC,1300
102,2A,ELECTRIC,1243
102,2A,ELECTRIC,1919
102,1,ELECTRIC,1078
102,1,ELECTRIC,1086
102,1,ELECTRIC,1315
102,1,ELECTRIC,1098
102,2,ELECTRIC,2668.25
102,2A,ELECTRIC,1407
102,2A,ELECTRIC,1254
102,2A,OIL,1740
102,2A,ELECTRIC,2008
102,2,ELECTRIC,1567.4
102,2,ELECTRIC,2579.76
102,2A,ELECTRIC,1943
102,2A,ELECTRIC,2152.7
102,2A,ELECTRIC,1338.6
102,2A,ELECTRIC,1595.2
102,2A,ELECTRIC,1790.15
102,2A,ELECTRIC,1366.3
102,2A,ELECTRIC,1778.65
102,2A,ELECTRIC,1341.4
102,2A,ELECTRIC,1931.2
102,2A,ELECTRIC,1371.1
102,2,ELECTRIC,1752
102,2A,ELECTRIC,1509.1
102,2A,ELECTRIC,1272
102,2A,ELECTRIC,1349.5
102,2A,ELECTRIC,1925.8
102,2A,ELECTRIC,1569
102,2A,ELECTRIC,1365.8
102,2,ELECTRIC,2372.2
101,2,OIL,2388
101,2A,GAS,3242
101,2,OIL,2540
101,1,ELECTRIC,1308
101,1,OIL,1792
101,1,OIL,1312
101,1,OIL,1776
101,1,OIL,2452
101,1,GAS,1776
101,1,OIL,1032
101,2,OIL,2450.9
101,2,GAS,1420.4
101,2,GAS,1654
101,2,OIL,1833
101,1,GAS,1779
101,1T,OIL,1428
101,1T,GAS,1533
101,1,GAS,2554.8
101,2A,OIL,2915.2
101,1H,GAS,1183
101,1H,OIL,1606
101,1H,OIL,1718.5
101,1,OIL,1516
101,1,ELECTRIC,2328
101,2,GAS,2320
101,2,OIL,4560
101,1T,GAS,1467
101,1,GAS,1508
101,1,OIL,1248
959,1,GAS,2340
101,1,OIL,1200
101,1T,OIL,3498
101,1,OIL,1702
101,1,OIL,1056
101,1,OIL,1248
101,1,OIL,1120
101,2,OIL,3507
101,1,OIL,1056
101,1,OIL,1464
101,1,OIL,1440
101,2A,GAS,4761
101,2,GAS,3211.2
101,2A,GAS,3496.8
101,2A,GAS,3698
101,2A,GAS,3994.3
101,1,OIL,2082.4
101,1,OIL,2492
101,1,OIL,1501
101,1,OIL,1738
101,1,OIL,1500
101,1,OIL,1964
101,1,GAS,1964
101,1,OIL,1626
101,1,OIL,1964
101,1,OIL,1964
101,1,OIL,1964
101,1,OIL,1626
101,1,OIL,1964
101,1,OIL,2328
101,1,OIL,2278
101,1,OIL,2492
101,1,GAS,3254
101,1,OIL,2140.8
101,1,OIL,2096
101,1,OIL,1940
101,1,OIL,1940
101,1,OIL,1612
101,1,OIL,1822.08
101,1,OIL,1940
101,1,OIL,1804
101,1,OIL,2060
101,1,OIL,1612
101,1,OIL,1698
101,1,OIL,1940
101,2,OIL,3408
101,1,OIL,1984
101,2,GAS,1872
101,2,GAS,2282.4
101,1,GAS,1736
101,1,GAS,2181.6
101,2,GAS,2456
101,1A,OIL,1045.96
101,2,GAS,1176
101,2,GAS,3168.8
101,2,OIL,1774.6
101,1A,OIL,1033
101,1,GAS,1084.6
101,2A,OIL,1482
101,2A,GAS,1472
101,1,GAS,720
104,2,GAS,1992
104,2,GAS,1666.4
101,1T,OIL,1398.5
101,1T,GAS,1230.5
101,1,OIL,1498.5
101,2A,OIL,1371
101,2A,OIL,2175
101,2,OIL,1928
101,1,OIL,1492.4
101,1,GAS,1115
101,2,OIL,1948
101,2,GAS,1640
101,1H,GAS,1750.8
101,2,GAS,2024
101,1A,OIL,1073.33
101,1T,GAS,2148.8
101,2,OIL,1813.6
101,2,GAS,1414.8
101,1T,OIL,1658
101,1T,GAS,1362
101,1T,GAS,1401.5
101,2A,OIL,1256
101,2A,GAS,1933.5
101,2,OIL,2340.8
101,2,OIL,1269
101,1,OIL,1729
101,2,OIL,1822.5
101,2,OIL,1584
101,2,OIL,2263.04
101,1T,OIL,1618.5
101,1T,OIL,1382.5
101,1T,OIL,1922.5
101,1,OIL,2271.3
101,1,OIL,1975.5
101,1T,OIL,1728
101,1T,OIL,1858.5
101,1T,OIL,1678.5
101,1,OIL,2497.75
101,2,OIL,2058
101,1,OIL,2350.6
101,1,OIL,1333.75
101,1T,OIL,2070.5
101,2,OIL,3076.9
104,3,OIL,2783.3
101,2,GAS,1723
101,1T,GAS,2218.8
101,2A,GAS,3504
101,2,GAS,3204
101,2,GAS,3914
101,1T,GAS,5604.5
101,2,OIL,3760
104,2H,OIL,2988
101,1,OIL,3100.35
101,2,GAS,1736
101,2,GAS,1382.4
101,1A,OIL,2463.2
104,2,OIL,2950
101,2,GAS,3829.75
101,2,OIL,1913
101,2,OIL,1411.2
101,1,OIL,1715.2
101,1T,OIL,1792
101,2,OIL,3330
101,1T,GAS,2531.18
101,1H,OIL,2681
101,1,OIL,1653
101,1,OIL,1072
101,2,OIL,1417
101,2A,OIL,1642
102,2,OIL,1727
102,2,OIL,1944
101,2,OIL,5495.5
101,2,GAS,2904
101,1T,OIL,4977
101,2,OIL,4148
101,2,OIL,5866
101,1T,OIL,4945.4
101,2,OIL,5110.5
101,1T,OIL,3249
101,2,OIL,3624.6
101,2A,OIL,2816
101,2,OIL,2965
101,2,OIL,3650.8
101,2,,2314
101,1,OIL,1456
101,1,GAS,1152
101,1,OIL,1356
101,1,OIL,1056
101,1,OIL,1120
101,2,OIL,3143
101,1,OIL,1396
101,1,OIL,1874
101,1,OIL,1512
101,1,OIL,3136
101,1,OIL,1727
101,1,OIL,1472
101,1,OIL,1528
101,1,OIL,1700
101,1H,OIL,2422
101,1,OIL,3443
101,1,OIL,2042
101,2,OIL,2668.8
101,1H,OIL,1926.1
101,2A,OIL,2936
101,2A,OIL,3270
101,1T,OIL,2562.5
101,2A,OIL,2701
914,,,0
101,1T,OIL,2445.5
101,1,ELECTRIC,2058
101,1,GAS,3232.8
101,2,GAS,1792
101,1,OIL,696
101,1,OIL,1584
101,1,OIL,1267.2
101,2A,OIL,5199
101,1,OIL,1680
101,1T,OIL,1440
101,1A,OIL,1435.4
101,1T,GAS,3456
101,1,OIL,864
101,1,OIL,1747.2
101,1T,OIL,1820
101,1,GAS,1503
101,2,GAS,2981
101,1,GAS,3058
101,1,OIL,1670
101,2,OIL,2370
101,1,OIL,1732
101,2,GAS,5396
101,1,OIL,2028.4
101,1,OIL,1906
101,1T,OIL,2263.65
101,2,OIL,2162.4
101,1T,OIL,3322.75
101,2,OIL,3839.2
101,2,OIL,2456.4
101,2,OIL,3444.2
101,2,OIL,3165.6
101,2,OIL,2164
101,1T,OIL,3517.75
101,1T,OIL,2350
960,1,GAS,8324
101,2,OIL,2228
101,2,OIL,2386.4
928,2,GAS,256354
101,2T,GAS,7999.2
104,2,OIL,2646.6
109,1T,OIL,2180
101,2,OIL,2462.4
109,2A,OIL,3476.6
101,2,GAS,1698
101,1T,OIL,1006.25
130,,,0
101,2,OIL,1440
101,1,OIL,4011
101,2,OIL,2548
101,2,OIL,3198.4
101,2,OIL,2766.4
101,2,GAS,3351
101,2A,OIL,3216
101,1T,OIL,3867
101,1,OIL,3185.5
101,2,OIL,3326.4
101,2,OIL,3265
101,2A,OIL,2855.6
101,1,ELECTRIC,2229.4
101,1,ELECTRIC,1242
101,2T,GAS,3362
101,1A,OIL,1256.88
101,1H,OIL,1413
101,1T,OIL,1999.2
101,1,OIL,1056
101,2,OIL,2106
340,2,OIL,2868
101,1,OIL,1514
101,1T,OIL,1596
101,1T,OIL,2282.4
101,1,OIL,864
101,2,OIL,1752
101,1,GAS,1731.6
101,1,OIL,936
101,2A,OIL,3185.4
101,1A,GAS,1349.5
101,1,OIL,1280
101,1,OIL,2146
300,4,ELECTRIC,75200
930,,,0
132,,,0
101,2A,GAS,2952
101,2,GAS,3296
102,2,GAS,2821
102,2,GAS,1912
101,1,GAS,2028
101,1,GAS,2451.5
101,2,OIL,3486
101,1,GAS,4318
101,1,GAS,3572.8
101,2,GAS,2725
101,1,GAS,2268
101,1,GAS,2019.4
101,2,GAS,3060
101,1,GAS,2711
101,1,GAS,2900.8
101,1,GAS,2249
101,1,GAS,2383.2
101,2,GAS,2315
101,1,OIL,2652
101,2,GAS,2074
101,2,GAS,2794
101,1,GAS,2245
101,2,GAS,2855.2
101,2,GAS,2657.6
101,1,GAS,2272.4
101,1,OIL,2402.95
101,1,GAS,2169.6
930,,,0
101,2,ELECTRIC,2544
101,2,OIL,3136
104,2,GAS,3076
132,,,0
101,2A,OIL,2656.85
101,1T,OIL,1217
101,1H,OIL,1575
101,1,GAS,1559
102,2A,GAS,1440
102,2,GAS,2520
102,2,GAS,2969.28
101,1,GAS,1632
101,1,OIL,1296
101,1,OIL,1528.8
101,1,OIL,2452
101,1,OIL,1824
101,1,OIL,2232
101,1,OIL,1961
101,2A,OIL,2104
101,1,OIL,1536
101,1,OIL,1479
101,1,OIL,1329
101,1,OIL,936
101,1T,OIL,1428
101,2,OIL,2432.4
101,1,OIL,984
101,2,OIL,2728
101,1,OIL,1776
101,1,GAS,1824
101,1T,GAS,1428
101,1,OIL,2772.82
101,2,OIL,2676.7
101,2A,GAS,2780.75
132,,,0
101,1,OIL,1536
101,1,GAS,1565
101,2,OIL,2624
101,1,OIL,1888
101,2,OIL,2040
101,2T,GAS,3611
931,1H,OIL,1727.5
101,1A,OIL,691
101,1T,GAS,3780
101,2,OIL,2647
101,2,GAS,3847.4
101,1T,GAS,1713.5
101,1T,GAS,1692
101,1T,OIL,924
132,,,0
101,2,GAS,1809
101,1,OIL,2250.5
101,2,GAS,2936.6
101,1T,GAS,1693
101,2,OIL,1584
101,2A,GAS,1750
101,1T,OIL,2119
101,1T,OIL,2137
101,1T,GAS,3738
101,2A,OIL,2352
101,1T,OIL,1862
101,1,ELECTRIC,611
101,2,GAS,3816.8
101,1T,OIL,3117
101,2H,GAS,3493
101,2,GAS,2624
101,1A,GAS,3652
101,2,GAS,2433.5
101,2,GAS,3094
101,2,GAS,2254.8
101,1T,GAS,3343.65
101,2,GAS,2880
101,1T,GAS,3102.4
101,1,OIL,1269
101,2,OIL,1720
101,1,OIL,3759.3
101,2,OIL,1724
101,1,OIL,1028
101,2,OIL,2719
101,1,OIL,1527
101,1,OIL,2146
101,2,OIL,2932.5
101,2,OIL,3180
101,2,OIL,4035.8
101,1,OIL,1800
101,2,OIL,2284
101,1T,OIL,1638
101,2,OIL,2259.8
101,1,OIL,1602
101,1T,OIL,1716
101,1T,OIL,1880
101,1H,OIL,1760
101,1H,OIL,1152
132,,,0
132,,,0
132,,,0
132,,,0
101,2,GAS,1468
112,2,GAS,55848
101,1T,OIL,1931
316,1,GAS,4400
105,2T,OIL,6028
101,2,OIL,4211
101,2A,OIL,2505.84
101,1,OIL,2120
101,1T,GAS,1251.5
104,2A,OIL,2138
101,2,OIL,1950
101,1,OIL,1040
101,2A,OIL,1440
101,1T,OIL,1710
101,1H,OIL,1188
101,1T,OIL,2234
101,1H,OIL,1116
101,1,GAS,1652.6
101,1,GAS,1150
101,1,ELECTRIC,2407
101,1,OIL,960
101,1H,OIL,1548.75
101,3,OIL,8150
132,,,0
101,2,GAS,2986.6
101,2,ELECTRIC,1729
101,1T,GAS,2203.2
101,1,GAS,960
101,1,OIL,1616
101,1T,OIL,2443
101,1,OIL,1090
101,1T,OIL,1547
101,2,OIL,2060
101,1T,OIL,2175
101,1T,OIL,1344
101,2A,OIL,1968.2
101,1T,OIL,2207.5
101,1,GAS,876
101,2,OIL,2118
101,1T,GAS,1638
101,2,ELECTRIC,1372
101,2,OIL,2277.9
101,1,ELECTRIC,1538.3
101,1T,OIL,2939.5
101,1,ELECTRIC,3438
101,2A,OIL,3199.8
101,1,GAS,2002
101,2,ELECTRIC,1986
101,1,GAS,1992
101,2,GAS,2943.5
404,2,GAS,29390
404,2,GAS,80000
404,1,GAS,89826
400,2,GAS,160603
404,1,GAS,32000
402,2,GAS,37168
400,1,GAS,20000
402,1,GAS,18068
400,1,GAS,45523
444,1,GAS,20846
444,1,GAS,11029
101,2A,OIL,2709.9
101,2,GAS,2304
101,1T,OIL,2502
101,2A,OIL,2590
101,2,OIL,2198
101,2,OIL,2798.4
101,2A,OIL,3138
101,2A,OIL,3168
101,2,OIL,1496.4
101,2,OIL,1344
924,,,0
340,2,GAS,2860
109,2,OIL,8711.6
101,1T,OIL,1920
101,1T,OIL,1344
101,1H,GAS,1152
101,1T,GAS,1728
101,2,OIL,1718
101,1T,OIL,1309
101,2,OIL,3365
101,1,OIL,1403
101,1,OIL,1510
101,1H,OIL,1620
101,1A,OIL,1057
101,2,OIL,1554.5
101,2,GAS,1187.5
101,1T,OIL,1859.5
101,1T,GAS,2915.5
101,1T,OIL,1553.2
101,1T,OIL,1155
101,1T,OIL,1155
101,1H,GAS,1144
101,1H,OIL,1090
101,1H,GAS,1296
101,2,GAS,1310
101,2A,OIL,1362
101,1,GAS,960
101,2,GAS,2184
13,2A,GAS,1360.8
104,2,GAS,2566.8
101,1,GAS,1296
326,2,GAS,39015
101,1,OIL,1743
325,1,OIL,4182.4
101,2,GAS,1609.9
101,1,GAS,1158
101,1,OIL,2204.8
384,1,GAS,40440
101,2,OIL,1288
101,1T,OIL,1554
101,1T,GAS,1386.5
101,2,GAS,1868
101,1T,GAS,1261
101,2,GAS,1536
101,1,GAS,1785.6
101,2,OIL,1536
934,1,OIL,2927.5
930,,,0
104,2A,OIL,2238
101,2,OIL,1082
101,1T,OIL,1200
101,1H,OIL,1158
101,1T,GAS,1155
101,2,OIL,1795
101,1T,OIL,1515
101,1T,GAS,1821
101,1H,GAS,1190
101,1,GAS,2651.1
101,1,OIL,2510.4
101,1,OIL,2255.2
101,1,OIL,1904.95
101,1H,GAS,1036
101,2A,OIL,1624
930,,,0
104,2A,OIL,2026
101,1A,GAS,1684.16
101,2,OIL,1248
101,1T,GAS,1309
104,2,ELECTRIC,2688
101,2,GAS,1936
960,1,GAS,14545
101,1,GAS,1200
101,1,OIL,1332
101,1,ELECTRIC,2168
132,,,0
132,,,0
104,2A,GAS,2472
101,2,OIL,1684.32
101,1A,GAS,677
102,1,OIL,1342
102,2,GAS,3765.1
102,2,GAS,3038
102,2,GAS,2771
102,1T,GAS,3336.39
102,1T,GAS,2499
102,2,GAS,2731.5
102,1T,GAS,2468.41
102,1T,GAS,2889.75
102,2,OIL,1195
102,1T,GAS,3261.25
102,2,GAS,3682.35
102,2,GAS,2575
102,2,OIL,1419
102,1T,GAS,2523.32
102,1T,GAS,3642.75
102,1T,GAS,3586.68
102,1T,GAS,4079
102,1T,GAS,2495
102,1T,GAS,2472.75
325,2,GAS,53534
31,2H,OIL,10465
101,2A,OIL,3095.05
325,1,GAS,6600
325,1,GAS,4604
325,2,GAS,3178
930,,,0
325,1,OIL,4612
340,2,OIL,14042
341,2,GAS,10440
341,1,GAS,6302
13,2A,GAS,3227
13,2H,GAS,3528
104,2H,OIL,3989
341,2A,GAS,4860
340,1T,GAS,5483.75
31,1T,OIL,1400
13,2A,GAS,2114.8
325,1,GAS,662
325,1,OIL,2812
102,1,GAS,798
102,2,GAS,863
102,1,GAS,785
102,1,GAS,839
102,1,GAS,1370
344,2,GAS,568
344,2,GAS,707
101,2,GAS,3672.5
101,2,GAS,4152
101,2,GAS,2277
101,2,GAS,4008
326,1,GAS,8701
326,2,GAS,2500
340,1,GAS,6604
323,1,GAS,242761
325,1,GAS,6000
333,1,GAS,1800
326,1H,GAS,4647
323,1,GAS,24666
326,1,GAS,2624
326,1,GAS,2052
326,1,GAS,2924
323,1,GAS,49351
341,1,GAS,2096
326,1,GAS,3876
334,1,OIL,2121
390,,,0
423,,,0
326,1,GAS,8677.63
101,1T,OIL,1508
930,,,0
101,2A,GAS,3216
101,2A,OIL,1384
392,,,0
101,1H,GAS,1499.6
104,1,OIL,2882.88
101,1H,OIL,1306
101,1T,OIL,1604
104,2,OIL,1961
101,1T,GAS,2327
101,1T,OIL,1769
101,2,OIL,2087.5
101,1T,GAS,1785.7
101,1T,OIL,2173.12
104,1T,OIL,1764.5
101,1T,OIL,1658.32
101,1T,OIL,1153
101,2,OIL,1471
101,1T,GAS,1771
101,1T,GAS,1302
101,1H,GAS,1180
31,1T,OIL,1438.75
441,,,0
93,,,198114
400,1,GAS,108026
392,,,0
125,3,GAS,158572
102,1T,GAS,1581
102,2,GAS,1736.4
102,2,GAS,1736.4
102,2,GAS,1736.4
102,2,GAS,1736.4
102,2,GAS,1865
102,2,GAS,2364
