USECODE,STORYHEIGHT,FUELTYPE,AREASQ
101,1T,OIL,1612.5
105,2,GAS,2142.15
101,1T,GAS,1891
104,2,GAS,2067.2
101,2A,OIL,3220.8
13,2A,OIL,2636.4
101,1H,OIL,3088
101,2,OIL,1563
101,2A,GAS,1680
355,2H,GAS,8336.4
104,2A,GAS,4008
104,2A,OIL,3177.2
111,3,GAS,5088.5
101,1T,OIL,1392
104,1T,GAS,2777.75
104,2A,GAS,2355.7
104,2A,OIL,2026
104,2A,GAS,2285
111,2A,GAS,4866.4
325,1,ELECTRIC,1764
316,3T,OIL,15768.8
334,1,GAS,3325
331,1,GAS,2751
326,1,GAS,1831.5
111,2A,OIL,2936
325,1,GAS,12469
321,1,GAS,8862
325,1,OIL,3934
325,2,OIL,12636
325,2,GAS,13449
325,2,GAS,19885
325,2,GAS,7327
326,1,GAS,1728
325,2A,GAS,4390
325,2A,GAS,3684
340,2T,GAS,13620.5
13,3H,GAS,14243.2
325,1,GAS,724
31,2,OIL,10449
325,2,GAS,8040
326,2,GAS,4400
325,1,GAS,3710
930,,,0
970,2A,GAS,28204
960,1,GAS,21118.5
333,1,ELECTRIC,126
13,4,GAS,158699
130,,,0
31,1,OIL,8271
400,2,GAS,14528
101,2,GAS,1488.2
105,2H,GAS,5377
101,2A,OIL,2241
101,2,OIL,1434
101,2,OIL,2088
928,1A,OIL,3795.92
928,1,OIL,3864
93,3,GAS,93789
428,1,GAS,756
101,2A,GAS,2112
132,,,0
132,,,0
132,,,0
102,1,GAS,1037
102,2A,OIL,1745.64
102,1,GAS,979
102,1T,OIL,1378
102,1,GAS,1100
327,2,ELECTRIC,1520
344,1,GAS,1644
344,1,GAS,1646
344,1,GAS,822
344,1,GAS,903
344,1,GAS,904
344,1,GAS,825
344,1,GAS,747
344,1,GAS,747
344,1,GAS,749
344,1,GAS,749
102,1A,OIL,1478.17
102,2A,OIL,1929.59
102,2,GAS,623
102,1T,OIL,1602.27
102,2,GAS,1500
327,1,ELECTRIC,1248
981,1,GAS,1600
981,1,GAS,1646
344,1,GAS,825
344,1,GAS,906
344,1,GAS,903
344,1,GAS,747
344,1,GAS,763
344,1,GAS,763
344,1,GAS,747
344,1,GAS,747
102,2,GAS,828
102,1,GAS,1210
327,1,GAS,4600
344,1,GAS,854
344,1,GAS,886
344,1,GAS,886
102,2,GAS,1551
344,1,GAS,854
344,1,GAS,854
102,2A,GAS,1284
344,1,GAS,919
344,1,GAS,919
102,2A,GAS,1524
344,1,GAS,854
102,2,GAS,1520
102,1,OIL,1259
102,1,OIL,1425
327,2,GAS,7648.3
305,1A,OIL,11610.8
102,2,ELECTRIC,1755.5
102,2,ELECTRIC,1755.5
101,1T,GAS,1542.5
101,2,GAS,1545
101,2,GAS,3104.8
101,1T,GAS,2237
101,1T,GAS,2077.4
101,1T,GAS,1448.5
101,1T,OIL,1127
104,2A,GAS,2812.4
101,1T,OIL,1580
101,1T,GAS,4127.5
101,1,GAS,1376
101,1,OIL,1236
101,1,OIL,2049
101,1,OIL,1490
101,1,OIL,2060
101,1,OIL,2844
101,1,OIL,1945.2
101,1,OIL,1312
101,1,OIL,1800
101,1,OIL,1554
101,1,OIL,1357
101,1,OIL,1836
101,2,OIL,2706
101,1,OIL,1672
101,1,OIL,2062
101,1,OIL,1032
101,1,OIL,1448
101,1,OIL,1452
101,1,OIL,2822
101,1,OIL,1308
101,1,OIL,1056
101,2A,OIL,3248
101,1,OIL,1998
101,1,OIL,1901
101,1,OIL,1703
101,1,OIL,1976
101,1,OIL,1978
101,2,OIL,2596
101,2,OIL,4132
101,1,GAS,1264
101,1,OIL,1440
101,1,OIL,1560
101,1,OIL,1773
101,1,OIL,1832
101,1,OIL,1504
101,1,OIL,1452
101,1,ELECTRIC,1352
101,1,OIL,1056
101,1,ELECTRIC,1452
101,2,OIL,4448
101,1,OIL,1116
101,1,OIL,1320
101,1,OIL,1686
101,1,OIL,1413
101,1,OIL,1830
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1916
102,2A,GAS,1660
102,2A,GAS,1660
102,1,OIL,1144
102,2A,GAS,2268
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,1660
102,2A,GAS,2300
102,2A,GAS,1660
102,2,GAS,1643.6
102,2A,GAS,1980
102,2,GAS,673
102,1,GAS,673
102,1,GAS,280
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,280
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,280
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,673
102,1,GAS,524
102,1,GAS,540
102,1,GAS,673
102,1,GAS,673
101,1,OIL,1659
101,1,OIL,1248
101,2,GAS,2471.5
101,2,GAS,3112
104,1H,OIL,2125
101,2A,GAS,1800
101,1H,OIL,1852.1
104,2A,OIL,1852
104,2H,OIL,2687
101,2,GAS,2904
101,1,GAS,958
101,2,OIL,2000
101,1,GAS,1282
101,2,GAS,2780.8
101,3,GAS,4567.5
101,2H,GAS,4065.25
101,2A,GAS,2888
101,1T,GAS,3344
101,2,GAS,2874
101,2,GAS,2964
132,,,0
101,1T,OIL,1836
101,2A,OIL,2548
101,1T,OIL,1232
101,1T,OIL,1864
101,1,OIL,1056
104,2,OIL,2644
101,1,OIL,1422.4
101,2,OIL,2972
101,1,OIL,1836
101,1H,OIL,1654
101,1T,OIL,1988
101,1,OIL,883.2
101,2,OIL,2316
101,2,OIL,2585.6
101,1T,OIL,1944.8
101,1,OIL,982.8
101,1T,OIL,1608.2
101,1A,OIL,1852.5
101,1,OIL,1817.6
101,1,OIL,996
101,2,GAS,2268
101,1T,GAS,1416.5
101,1T,GAS,1383
101,2,OIL,1174.3
101,2A,GAS,1852
101,2,GAS,1311
101,2,GAS,1332
104,2A,OIL,1970
101,1,GAS,1680
101,1T,GAS,1754.4
101,2A,GAS,1792
101,1T,GAS,1428
930,,,0
130,,,0
102,2H,OIL,1595
102,2H,OIL,2237
131,,,0
101,2,OIL,2596.5
101,2,OIL,3452
101,2,OIL,2452
101,2,OIL,5866
928,2,OIL,37150
928,,,0
101,1T,OIL,1789.5
101,1,OIL,1266
101,1T,OIL,1866.5
101,1,OIL,1680
101,1,OIL,2559
101,1,OIL,1646
101,1H,OIL,3298.4
101,1,OIL,2713.6
101,1,OIL,3100.15
101,2A,OIL,2922
101,2A,OIL,1746
101,1T,OIL,2344.6
101,1,OIL,1028
101,1T,OIL,1754.4
104,2A,GAS,2790.7
105,2A,GAS,3044
101,2,GAS,1700
101,1T,GAS,1258
101,1T,OIL,1305.5
101,1T,OIL,1264.5
101,1T,GAS,1231.5
101,1T,OIL,1761.25
104,2A,OIL,2460
101,1,GAS,1856.4
101,1T,GAS,1366
101,2A,GAS,1956.4
101,1H,GAS,666
104,2,GAS,2084
400,1,GAS,8740
400,1,GAS,10480
102,2,GAS,1248
102,2,GAS,1248
104,2,OIL,1680
104,2,OIL,1674
101,2,OIL,2295.5
101,1A,OIL,1533.32
101,2,GAS,1924.8
101,1A,OIL,1303.94
132,,,0
101,1T,OIL,1496
101,2,GAS,1740.56
101,1,OIL,1332
101,2,GAS,1775.8
101,1T,GAS,1710.8
101,1A,GAS,956
101,2,OIL,1443
101,1T,OIL,1785
101,2,GAS,1714
101,2,GAS,1848
101,1,GAS,1805
101,2,OIL,2276
101,1,GAS,2497.8
101,2,GAS,1700
101,1,GAS,2373.2
101,1,GAS,2312.8
101,1,GAS,2535
101,2,OIL,2664.25
101,2,GAS,2173
101,1T,GAS,2617
101,2,ELECTRIC,2870.4
906,1T,OIL,4597
101,1,OIL,2374
101,2,OIL,2372
101,1,OIL,2002
101,2,OIL,2212
101,2,GAS,4706
101,1,GAS,2496
101,1,OIL,4536
101,1,OIL,2387
101,1T,OIL,3779.85
101,2,OIL,2242
101,1,GAS,3711.2
101,2,GAS,2537.6
101,2,OIL,3346
101,1,GAS,2264
101,1,GAS,2212
101,1,GAS,2063.6
101,1,OIL,2276.4
101,1,GAS,2258
101,2,GAS,2913
101,1,OIL,2058.67
101,2,OIL,3303
101,1,ELECTRIC,2842.2
101,1,GAS,3614
101,1,GAS,2068.4
101,1,GAS,2138
101,2,GAS,2406
101,2,OIL,2251
101,1,GAS,2508.8
101,1,GAS,1992
101,1,GAS,1908
101,2,GAS,4064.4
101,2,GAS,3658.6
101,1,GAS,2531
101,1,OIL,3304.8
101,2,OIL,5724
101,2H,OIL,4914.8
101,2A,OIL,3756.3
101,2A,OIL,3786.5
101,2A,OIL,3440.88
101,2,OIL,3670
101,2,OIL,4569.6
101,2A,OIL,4399.2
101,2A,OIL,3914.7
101,2A,OIL,6037.52
101,2A,OIL,2553
101,2,OIL,2282
101,1,OIL,1076
101,1,OIL,1548
101,1,OIL,1787.5
101,1,OIL,1803
101,1,OIL,1368
101,1,OIL,1721.6
101,1,ELECTRIC,2141.6
101,1,OIL,2878
101,1,OIL,1804
101,1,OIL,1950
101,1,OIL,2558.8
132,,,0
101,1,ELECTRIC,960
101,1,OIL,1972
101,2,OIL,2644
101,1,OIL,1501.5
101,2,GAS,1986
101,2A,OIL,3639.5
101,1,OIL,2630
101,1,ELECTRIC,1778
101,1,GAS,864
961,2,OIL,36248.6
101,2,GAS,4328.8
101,2,GAS,4229.9
101,2,GAS,3929.54
101,2,GAS,3553
101,1,OIL,3145.8
101,2,OIL,3045.6
101,1,OIL,2889.6
101,1,OIL,4081.92
101,1,OIL,1795.2
101,1,ELECTRIC,2631
101,2,OIL,4583.6
101,1,OIL,1929.6
930,,,0
101,2,OIL,2619.6
101,1,OIL,1929.6
101,2,OIL,2255
101,1,OIL,3437.6
101,1,OIL,2064
101,1,OIL,1929.6
101,2,OIL,2711
101,1,GAS,2254
101,1,OIL,2139
101,2,ELECTRIC,4338
101,1,OIL,2334
101,1,OIL,2466
101,1,OIL,2148
101,1T,OIL,2376.74
101,2,OIL,3297
101,1,GAS,2926.7
101,1,OIL,2571.4
101,2A,GAS,2486
132,,,0
101,2,OIL,2672.8
101,2,GAS,2232
101,1,OIL,2393.6
101,1,GAS,3573.34
101,1,GAS,2255
101,2,GAS,2742
101,2,GAS,2520
101,2,GAS,3021.6
101,2,OIL,3826.8
101,2,GAS,2577.6
101,1,GAS,2336
101,2,GAS,4052.8
101,2,GAS,2244
101,2,GAS,1888
101,2,OIL,2014
101,2,OIL,2268
101,2,OIL,2376
101,2,OIL,3276
101,2,OIL,3723
101,2,OIL,3184
101,2,OIL,3472.8
101,2,OIL,3862
101,2,OIL,2760
101,2,OIL,2946
101,2A,GAS,4236
101,2,OIL,3393
101,1T,GAS,2620
104,1H,OIL,1646
101,2A,OIL,1681
340,2,GAS,203889
101,1T,OIL,2106
101,1T,OIL,1638
131,,,0
101,1T,OIL,1638
101,2,OIL,2447.5
111,2,OIL,3704.1
102,2A,ELECTRIC,1439.4
102,2A,ELECTRIC,1422.5
316,4,GAS,121000
316,1,ELECTRIC,30600
330,2,OIL,39972
334,1,OIL,2250
323,2,ELECTRIC,35222.3
333,1,GAS,1871
392,,,0
326,1,OIL,2790
930,,,0
333,1,ELECTRIC,120
31,1A,GAS,6397.62
930,,,0
325,1,GAS,11899
323,1,GAS,159396
330,1,GAS,8641
340,1H,ELECTRIC,3510
340,1,GAS,6597.6
326,2,OIL,17302
401,2,GAS,69026
316,1,GAS,6240
316,1,GAS,78831
112,4,GAS,312117
400,1,OIL,24925
330,2,GAS,21688
316,2,NONE,96640
300,3,GAS,45432
103,,,100
340,3,ELECTRIC,23520
953,,,0
103,2,,100
326,1,GAS,8809.5
323,1,GAS,24002
332,1,OIL,5222
322,1,GAS,114680
333,1,GAS,4727
31,1,ELECTRIC,9086.5
392,,,0
326,1,GAS,9225
302,2A,GAS,68072.1
400,2,GAS,52646
301,4,ELECTRIC,58495
323,1,GAS,28772
325,1,GAS,32269
337,,,0
326,1,GAS,9131.05
322,1,ELECTRIC,127748
103,2,,100
340,3,GAS,29094
400,2,GAS,21100
332,1,GAS,3500
391,,,0
301,1,GAS,36050
325,,,0
330,2,GAS,17350
102,2A,ELECTRIC,1497.5
102,2A,ELECTRIC,1840.9
102,2,ELECTRIC,1492.5
102,2A,ELECTRIC,1996.35
102,2A,ELECTRIC,2010.6
102,2A,ELECTRIC,1923.5
102,2A,ELECTRIC,1528.5
102,2A,ELECTRIC,2012
102,2A,ELECTRIC,1532
102,2A,ELECTRIC,1513
102,2A,ELECTRIC,1513
102,2A,ELECTRIC,1898.7
102,2A,ELECTRIC,1810
102,2A,ELECTRIC,1911.1
102,2A,ELECTRIC,1513
102,2A,ELECTRIC,1512
102,2A,ELECTRIC,1508
102,2A,ELECTRIC,1515
102,2A,ELECTRIC,1947.25
102,2A,ELECTRIC,1505
102,2A,ELECTRIC,2034.6
102,2A,ELECTRIC,1507
102,2,ELECTRIC,1505.5
102,2,ELECTRIC,1510
102,2A,ELECTRIC,1524.5
102,2A,ELECTRIC,1803
102,2A,ELECTRIC,1981.5
102,2A,ELECTRIC,1516
102,2A,ELECTRIC,1511
102,2A,ELECTRIC,2092.8
102,2A,ELECTRIC,1548
102,2A,ELECTRIC,2114
102,2A,ELECTRIC,1521.5
102,2A,ELECTRIC,1985
102,2A,ELECTRIC,2084.4
102,2A,ELECTRIC,1510.5
102,2A,ELECTRIC,1516.5
102,2A,ELECTRIC,2049.2
102,2A,ELECTRIC,1985.4
102,2,ELECTRIC,1520
102,2A,ELECTRIC,1536
102,2A,ELECTRIC,1510
102,2,ELECTRIC,1908.8
102,2A,ELECTRIC,2081.2
102,2A,ELECTRIC,1549.5
102,2A,ELECTRIC,1512
102,2A,ELECTRIC,1500
102,2A,ELECTRIC,1506
102,2A,ELECTRIC,1793
102,2A,ELECTRIC,1248
102,2A,ELECTRIC,1528
102,2A,ELECTRIC,1497
102,2A,ELECTRIC,1877.7
102,2A,ELECTRIC,2070.2
102,2A,ELECTRIC,1984.6
102,2A,ELECTRIC,2080.4
102,2A,ELECTRIC,1503
102,2A,ELECTRIC,1953.7
102,2A,ELECTRIC,1508
102,2A,ELECTRIC,1536.5
102,2A,ELECTRIC,1780
102,2A,ELECTRIC,1963
102,2A,ELECTRIC,1899.6
102,2,ELECTRIC,2050.6
102,2A,ELECTRIC,1511
102,2A,ELECTRIC,1810
102,2A,ELECTRIC,1520.5
102,2A,ELECTRIC,1748.45
132,,,0
101,1,OIL,1672
101,1T,OIL,1920
101,1,OIL,2478
101,1T,OIL,2033.2
101,2,OIL,2922
101,1,OIL,2148
101,2A,GAS,1760
132,,,0
101,1T,OIL,2320
101,1T,OIL,2274.93
101,1H,OIL,1872
101,1H,OIL,2352
101,1,OIL,3948
101,1T,OIL,2570.4
101,2,OIL,2000.6
101,2,OIL,1931.2
101,2,OIL,1661.44
101,1T,OIL,1484
101,1,OIL,2736
101,2,GAS,2328
101,1,OIL,1747.2
101,2,OIL,1549
101,1T,OIL,1884
101,1H,OIL,1402
101,2,WOOD,1157.5
104,2A,ELECTRIC,2202
101,1,GAS,2273.6
13,2H,GAS,3833.9
102,2,GAS,3111.6
102,2T,GAS,1711.16
102,2,OIL,2072
102,2T,GAS,2242.84
102,2T,GAS,2330.35
102,2T,GAS,1908.69
101,1,OIL,1056
101,1,OIL,1704
101,2,OIL,3228
101,1,OIL,1200
101,1,OIL,3030
101,1,OIL,1452
101,1,OIL,1776
101,2,OIL,3736
101,1,OIL,1592
101,1,OIL,2076
101,2A,PROPANE,3274
101,1,OIL,1248
101,1,OIL,1498
101,1,OIL,1712
101,1,OIL,1056
101,1,OIL,1462
101,1,OIL,1320
101,2,OIL,2497
101,1,OIL,1508
101,2,GAS,2680
101,1,OIL,1308
101,2,OIL,3656
101,2,OIL,2540
101,1,OIL,1060
101,1,OIL,1056
101,1,OIL,1344
101,1,OIL,1350
101,1,OIL,1452
101,2,OIL,2614
101,1,OIL,1776
101,1,OIL,1144
101,1,OIL,2056
101,1,OIL,1572
101,1,OIL,1225
101,1,OIL,1060
101,1,OIL,1076
101,1,OIL,1488
101,2,OIL,2788
101,1T,OIL,1116.5
104,1T,OIL,2265
101,1T,OIL,2601.4
931,2A,OIL,2099
104,2,OIL,1934
340,2,OIL,2357.55
104,2,GAS,2190
13,2,GAS,6028
104,2,OIL,1944
104,2A,OIL,2128
401,1,OIL,6325
111,2H,GAS,3659
104,2A,GAS,2000
104,2A,GAS,2152.8
101,1,OIL,1056
101,2,OIL,3024
101,1,OIL,1060
101,1,OIL,1452
101,1,OIL,1680
101,1,OIL,1452
101,1,OIL,1056
101,1,OIL,1760
101,1,OIL,840
101,1,OIL,990
101,1,OIL,1440
101,2,OIL,3228
101,1,OIL,1912
101,1,OIL,1056
101,1,OIL,1776
101,1,OIL,1602
101,2,GAS,2912
101,2,OIL,2941
101,1,GAS,2061.6
101,2,GAS,3153
101,1,OIL,1096
101,2,GAS,2809.2
101,1,GAS,2129.4
101,2,GAS,3404
101,1,GAS,2833
101,1,GAS,3050
101,2,OIL,4539.2
104,2,GAS,3999
101,1,GAS,2697.04
101,1,GAS,3366.9
101,1T,GAS,3001.71
101,2,GAS,3489
101,1,GAS,2744
101,1,GAS,2898
101,2,OIL,2768
101,2,GAS,3039
101,1,OIL,2776
101,1,OIL,3355.2
101,1,GAS,1682
101,1,OIL,3904
101,1,OIL,2613
101,1,GAS,2096
101,1,GAS,1738
101,2,GAS,2772
101,2,OIL,1992
101,1,GAS,1828
101,1,OIL,1831
101,1,OIL,2138.08
101,2,OIL,1651.2
101,1T,GAS,2235.2
101,1T,OIL,1400
101,1T,OIL,1494.38
101,1T,OIL,1237.5
132,,,0
316,1,GAS,167618
340,2,GAS,23300
103,2,,100
101,1T,OIL,1176
930,,,0
140,1,OIL,5952
101,2,GAS,3069
101,1,GAS,1546
101,1,GAS,2081.2
101,1,GAS,1918
132,,,0
342,1,GAS,11860
325,1,GAS,28992
936,,,0
936,,,0
936,,,0
101,2A,OIL,3172.8
101,2,OIL,2644.8
101,2,OIL,2496.6
101,2A,OIL,2348.4
101,2A,OIL,2052
101,2,OIL,2052
101,2,OIL,2201.2
101,1T,OIL,1638
101,1T,OIL,1638
101,1,GAS,2400.4
101,2,ELECTRIC,2080
101,1,GAS,1384
101,1,GAS,1680
101,1,GAS,2061
101,1,GAS,1546
946,,,0
132,,,0
132,,,0
932,,,0
101,1,GAS,1737.6
101,1T,GAS,1512
959,1,GAS,1942
101,1,GAS,1888
101,1,GAS,1471
101,1,GAS,1446
101,1,GAS,1660.8
101,1,GAS,2463
101,1T,GAS,2599.5
101,1,GAS,4007.6
101,2A,GAS,3870.4
101,2,GAS,2784
101,1,ELECTRIC,1635.9
101,1,GAS,2152.5
101,1,ELECTRIC,2074.2
101,2A,GAS,2971.28
101,2,GAS,2904.8
101,2,GAS,2585
101,1,ELECTRIC,1534.4
916,,,0
101,1,OIL,2080.8
101,1,GAS,2115
101,1,GAS,2265
101,1,GAS,2346.4
101,1,ELECTRIC,2302
101,1T,GAS,3145.2
101,1,GAS,1219.75
104,2A,GAS,3305.6
101,1,GAS,3027
101,2,GAS,2536
101,1,GAS,2328.4
101,1,GAS,2006.4
101,2,GAS,3196.2
101,2,GAS,2234
101,2,GAS,2212
101,1,GAS,2330.9
132,,,0
101,3,OIL,4870.6
930,,,0
101,1H,OIL,1526
101,2A,OIL,5957
130,,,0
101,1,OIL,1711
101,1,OIL,2475
101,2,OIL,4837.22
101,2A,OIL,3327
101,2,OIL,2687.25
101,2H,GAS,3448.5
101,2,GAS,3359.74
101,2,GAS,2478
444,1,GAS,1410
444,1,GAS,1420
444,1,GAS,1430
444,1,GAS,1410
444,1,GAS,1420
444,1,GAS,1420
444,1,GAS,1415
444,1,GAS,1410
444,1,GAS,1420
444,1,GAS,1420
444,1,GAS,1410
444,1,GAS,1400
444,1,GAS,1410
444,1,GAS,1420
444,1,GAS,1420
444,1,GAS,1420
444,1,GAS,1420
444,1,GAS,1430
444,1,GAS,1430
444,1,GAS,1440
444,1,GAS,1470
101,1,GAS,1632
101,2,OIL,3175.2
101,1,GAS,1500
101,2,GAS,1995
101,1,GAS,1970.4
101,1,GAS,1942
101,1,GAS,2901.6
101,1,GAS,1737.6
101,1,GAS,1896
101,2,OIL,2428
101,2,OIL,3162.4
101,1T,OIL,3050.1
101,2,OIL,2944
101,2,OIL,3907
101,2A,OIL,2782
104,2A,GAS,2380
101,1T,OIL,1463.25
101,1T,OIL,1642
104,2,OIL,2029
105,2T,OIL,3403
104,2A,OIL,2502.4
101,2,GAS,1872
105,2A,GAS,2857.2
104,2H,GAS,2347
104,2H,GAS,1865
101,2,GAS,2039.4
104,2A,OIL,3527.2
101,1T,OIL,1849
101,1H,OIL,1512
104,2A,OIL,2168
101,1T,OIL,1343
102,1,GAS,1600
102,2A,GAS,1121
102,2A,OIL,1944.33
102,1,GAS,1630
102,2A,GAS,1719
102,2A,OIL,1644.33
102,1,GAS,1260
101,1,GAS,1776
101,1,GAS,2255
101,2,GAS,3713
101,1,GAS,2589.5
101,2,GAS,2166
101,1,OIL,2097
101,2,OIL,2386
101,1,OIL,1632
101,1,OIL,1736
101,1,OIL,2595
101,1,OIL,1848
959,1,OIL,2468
101,1,OIL,2460
101,1,OIL,2204
101,1T,OIL,1820
101,1,OIL,1964
101,2,OIL,2772
101,1,OIL,2264
930,,,0
101,1T,OIL,1512
101,1,OIL,1317.4
101,1T,OIL,2259
101,2,OIL,4209.2
101,2,OIL,4231.5
101,1T,OIL,1701
101,1,OIL,1194
101,1,OIL,3208
101,1,OIL,1008
101,1,OIL,1838
101,1,OIL,2328
101,1,GAS,2182
101,2,OIL,4543.4
101,1,OIL,3556.7
104,1T,OIL,2026
101,1T,OIL,2810
101,1,OIL,2586
101,1,OIL,1744.8
931,1,GAS,62239
101,1T,OIL,2268
932,,,0
132,,,0
132,,,0
101,2,OIL,1450
101,2A,OIL,3092.8
101,2,OIL,3520
101,2,OIL,4833.75
101,1,GAS,2905
101,2A,OIL,3034
101,1,OIL,3423.4
101,2,OIL,3256.5
101,1,GAS,1044
101,1,GAS,1276
101,1,GAS,1168
101,2,OIL,1617
101,2,GAS,2236.8
101,2,GAS,1643
101,1,GAS,1196
343,1,GAS,1537
343,1,GAS,1643
343,1,GAS,1032
343,1,GAS,1185
343,1,GAS,691
101,1,GAS,2421.5
101,1T,GAS,2765.4
101,2,OIL,5217.5
101,1T,OIL,3103.2
101,2,OIL,2560.3
101,2,GAS,2564
101,1,GAS,1722.4
936,,,0
101,2,GAS,2854.8
101,1T,OIL,2764
101,1,OIL,2038
101,1,OIL,2732
101,1,GAS,1722.4
101,2,GAS,1846.4
940,2,OIL,80375.3
101,1,OIL,1787.6
104,2H,GAS,2857.5
101,1,OIL,2297
101,2,OIL,2504.5
101,1,OIL,1511.6
101,1,GAS,1473.5
102,2T,GAS,2362
102,2T,GAS,2264
102,2T,GAS,2264
102,2T,GAS,2362
101,1,GAS,2701
101,1T,OIL,1747
101,1A,OIL,3251.28
101,1,GAS,2713
101,1A,GAS,3028.32
101,1T,GAS,3306.4
101,2,GAS,1886.1
101,2,GAS,2400
101,2,OIL,2964
101,2,GAS,2016
101,2,GAS,2409.2
101,2,GAS,3000
101,2,GAS,1976
132,,,0
132,,,0
101,2A,GAS,2128
101,2,GAS,2648
101,2,GAS,2240
101,2A,GAS,3306
101,2T,GAS,4108
101,2,GAS,2368
101,2A,GAS,2176
101,2A,GAS,2502.4
101,2T,GAS,3474.4
101,2A,GAS,3527.5
101,2H,GAS,3448
101,2A,GAS,3062
101,2H,GAS,2984
101,2,GAS,2420.64
101,2A,GAS,2480
101,2A,OIL,2874
101,2A,GAS,2816
132,,,0
101,2,OIL,2923.5
101,1T,OIL,2205
101,2,OIL,2934
101,1T,OIL,2503
101,1,GAS,1450
101,2,OIL,2725
101,2,OIL,3635.2
101,1,OIL,4198.4
101,2,OIL,3298.4
101,2,OIL,3538.72
956,3,GAS,5489.38
325,1,GAS,2893
104,2A,GAS,2466
13,2A,OIL,2871
101,1T,OIL,1593
31,2A,GAS,2589
13,2H,GAS,3534.5
104,2A,OIL,2327
104,2A,OIL,2609.92
101,2A,GAS,1744
102,3,GAS,1100
102,3,GAS,1165
102,3,GAS,1294
101,2,OIL,1538.9
101,2,OIL,887.1
101,2,OIL,1764
101,1H,GAS,1598.4
101,1H,OIL,1387
101,1T,GAS,2177.6
101,1H,OIL,1296
101,1T,OIL,1944
101,2,GAS,1674
101,1H,OIL,864
101,1T,OIL,1857.6
101,1T,GAS,2304
101,1H,OIL,1728
101,1H,OIL,1296
101,1H,OIL,2107.2
101,2A,OIL,2404
111,2A,GAS,4344.6
104,2A,OIL,2816
104,2,OIL,2783.2
101,2,OIL,1456
101,1T,OIL,2337.8
104,2A,GAS,3476.8
101,2H,OIL,3808.5
104,2,OIL,3297
104,2A,OIL,3333.89
31,2A,GAS,2837
930,,,0
104,2A,OIL,4793.6
105,2H,GAS,3573.5
104,2A,OIL,3144
104,2A,GAS,2088
13,2,OIL,2673.55
101,2,GAS,1368
337,,,0
340,2,GAS,1664
340,2H,GAS,4290
340,1,GAS,2968.73
104,2,GAS,3017.6
104,2H,GAS,3186
13,1A,GAS,5077
13,2A,OIL,3048
102,2,OIL,852
102,1,GAS,645
102,1,GAS,1270
102,1,GAS,1358
102,2A,GAS,2057
102,2,GAS,800
102,2,ELECTRIC,863
102,2,GAS,1455
102,1,GAS,1140
102,1A,GAS,1483
102,2A,GAS,1861
344,1,GAS,494
102,2,OIL,1282
102,1,NONE,0
102,1,ELECTRIC,1180
102,2,GAS,806
102,2,ELECTRIC,1295
102,1,GAS,928
102,2A,OIL,1210
102,2A,GAS,1980
101,2,OIL,3502
101,2,OIL,2018
101,2,OIL,2940
101,2,OIL,2734.5
930,,,0
101,1T,OIL,2625
101,2T,OIL,3110
101,1,OIL,2352
101,2,OIL,3015
101,2,OIL,2240
101,2,OIL,2268
101,2A,OIL,4911.68
101,2,OIL,4216.1
101,2,OIL,3624.4
101,2,GAS,4346
101,1T,OIL,1568
101,2,OIL,2609
101,1,OIL,2585.6
101,1T,OIL,4487.6
101,2,OIL,6846.75
101,2,GAS,3785.4
101,1,GAS,1868
101,1,GAS,2194
101,1,GAS,2038
101,2,OIL,4412
101,1,GAS,1304
101,1,GAS,2823
101,1,OIL,2974.96
101,1,GAS,2234
101,1T,OIL,2137
101,1,GAS,2149
101,1T,GAS,2240
101,1,GAS,1400
101,1,GAS,2168
101,1,GAS,3301.5
101,1,GAS,1897
101,1,GAS,1868
101,1,GAS,2434
101,1,GAS,2038
101,2,GAS,2006
101,1,GAS,3561.25
101,1,GAS,1908
101,1,GAS,2038
101,1,GAS,1889
101,1,GAS,2257
101,1,GAS,1584
101,1,GAS,1641.2
101,1,GAS,2450.8
101,1,GAS,2486.8
101,1,OIL,2074
101,1,GAS,1870
101,1,GAS,1608
930,,,0
936,,,0
101,1,GAS,2601.4
101,1,GAS,1888
101,1,GAS,1632
